"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"446","74.055112134","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1519","0","33038  >  52385 [ACK] Seq=203 Ack=1519 Win=63488 Len=0 TSval=1601011765 TSecr=3521718940"
"447","74.077134024","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","96","1519","203","10","Certificate"
"448","74.077138668","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","33038  >  52385 [ACK] Seq=203 Ack=1529 Win=64128 Len=0 TSval=1601011787 TSecr=3521718940"
"449","74.269127501","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","Server Key Exchange, Server Hello Done"
"450","74.269142784","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","33038  >  52385 [ACK] Seq=203 Ack=1658 Win=64000 Len=0 TSval=1601011979 TSecr=3521719011"
"451","74.282772223","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","Client Key Exchange"
"452","74.577454658","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","52385  >  33038 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=3521719293 TSecr=1601011993"
"453","74.577476364","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","Change Cipher Spec, Encrypted Handshake Message"
"454","74.620403885","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","52385  >  33038 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=3521719543 TSecr=1601012288"
"455","74.768208077","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","Change Cipher Spec"
"456","74.817715517","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","33038  >  52385 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=1601012528 TSecr=3521719545"
"457","74.974092396","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","Encrypted Handshake Message"
"458","74.974108382","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","33038  >  52385 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=1601012684 TSecr=3521719772"
"459","75.004936519","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","Application Data"
"460","75.042648969","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","52385  >  33038 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=3521719949 TSecr=1601012715"
"461","75.042699923","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","Application Data"
"462","75.085501272","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","33038  >  52385 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=1601012796 TSecr=3521719958"
"463","75.105602556","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","Application Data"
"464","75.125453258","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","52385  >  33038 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=3521720049 TSecr=1601012816"
"465","75.189652462","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","Application Data"
"466","75.189670778","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","33038  >  52385 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=1601012900 TSecr=3521720056"
"467","75.195572871","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","Application Data"
"468","75.226032259","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","52385  >  33038 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=3521720133 TSecr=1601012906"
"469","75.226097849","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","Application Data"
"470","75.279265067","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","Application Data"
"471","75.370399205","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","52385  >  33038 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=3521720228 TSecr=1601012989"
"472","75.370452882","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","Application Data"
"473","75.429614827","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","33038  >  52385 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=1601013140 TSecr=3521720235"
"474","75.517685130","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","33038  >  52385 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=1601013228 TSecr=3521720235 [TCP segment of a reassembled PDU]"
"475","75.517697806","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","Application Data"
"476","75.688501711","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","52385  >  33038 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=3521720509 TSecr=1601013228"
"477","75.726871395","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","Application Data"
"478","75.727243675","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","33038  >  52385 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=1601013437 TSecr=3521720548"
"479","75.795184858","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","Application Data"
"480","75.800050841","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","52385  >  33038 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=3521720724 TSecr=1601013505"
"481","75.818914080","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","Application Data"
"482","75.819051452","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","33038  >  52385 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=1601013529 TSecr=3521720742"
"483","75.824335848","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","Application Data"
"484","75.828547335","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","52385  >  33038 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=3521720753 TSecr=1601013534"
"485","75.850780472","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","Application Data"
"486","75.905479470","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","33038  >  52385 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=1601013615 TSecr=3521720774"
"487","75.916683753","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","Application Data"
"488","75.950453520","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","52385  >  33038 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=3521720870 TSecr=1601013627"
"489","75.950470852","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","Application Data"
"490","75.950594452","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","33038  >  52385 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=1601013661 TSecr=3521720874"
"491","75.954453327","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","Application Data"
"492","75.996676395","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","52385  >  33038 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=3521720908 TSecr=1601013664"
"493","75.996686577","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","Application Data"
"494","76.037772196","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","33038  >  52385 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=1601013748 TSecr=3521720914"
"495","78.002928605","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","Application Data"
"496","78.089235120","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","52385  >  33038 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=3521723004 TSecr=1601015712"
"497","78.096089508","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","Application Data"
"498","78.096101303","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","33038  >  52385 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=1601015806 TSecr=3521723012"
"499","80.103255561","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","Application Data"
"500","80.313334674","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","52385  >  33038 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=3521725123 TSecr=1601017812"
"501","80.313389627","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","Application Data"
"502","80.313435402","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","33038  >  52385 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=1601018022 TSecr=3521725131"
"503","82.318075351","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","Application Data"
"504","82.397190481","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","52385  >  33038 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=3521727302 TSecr=1601020027"
"505","82.404966518","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","Application Data"
"506","82.404984986","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","33038  >  52385 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=1601020114 TSecr=3521727309"
"509","84.410428552","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","Application Data"
"510","84.509894152","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","52385  >  33038 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=3521729387 TSecr=1601022119"
"511","84.516870499","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","Application Data"
"512","84.516949622","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","33038  >  52385 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=1601022225 TSecr=3521729394"
"517","86.521487850","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","Application Data"
"518","86.904844028","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","52385  >  33038 [ACK] Seq=3430 Ack=3286 Win=130944 Len=0 TSval=3521731577 TSecr=1601024229"
"519","86.904856567","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","Application Data"
"520","86.904864856","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","33038  >  52385 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=1601024613 TSecr=3521731585"
"521","86.909777345","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","Application Data"
"522","86.941001577","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","52385  >  33038 [ACK] Seq=3547 Ack=3371 Win=130944 Len=0 TSval=3521731857 TSecr=1601024618"
"523","86.957332243","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","Application Data"
"524","86.963067352","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","Application Data"
"525","87.164400521","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","52385  >  33038 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=3521732016 TSecr=1601024671"
"526","87.569851899","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","Application Data"
"527","87.569868129","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","171","3632","3456","85","[TCP Retransmission] 52385  >  33038 [PSH, ACK] Seq=3632 Ack=3456 Win=131072 Len=85 TSval=3521732370 TSecr=1601024671"
"528","87.569876216","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","3456","3717","0","33038  >  52385 [ACK] Seq=3456 Ack=3717 Win=64128 Len=0 TSval=1601025278 TSecr=3521732370 SLE=3632 SRE=3717"
"529","87.580338114","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","Encrypted Alert"
"530","87.580400895","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","33038  >  52385 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=1601025288 TSecr=3521732370"
"531","87.794284978","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","52385  >  33038 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=3521732574 TSecr=1601025288"
"532","92.175437795","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","Encrypted Alert"
"533","92.175453404","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","33038  >  52385 [RST] Seq=3526 Win=0 Len=0"
"534","92.175465976","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","52385  >  33038 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=3521737027 TSecr=1601025288"
"535","92.175468863","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","33038  >  52385 [RST] Seq=3526 Win=0 Len=0"
"536","92.177764268","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","52385  >  33038 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"537","95.369102486","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","50045  >  15118 Len=10"
"538","95.591776845","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  50045 Len=28"
"539","95.881221633","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","33040  >  52385 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=1601033588 TSecr=0 WS=128"
"540","95.981480043","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","52385  >  33040 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=26524414 TSecr=1601033588 SACK_PERM=1"
"541","95.981509075","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","33040  >  52385 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1601033688 TSecr=26524414"
"542","96.001182679","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","Client Hello"
"543","96.076278906","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","[TCP Window Update] 52385  >  33040 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=26524476 TSecr=1601033688"
"544","96.084655847","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","52385  >  33040 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=26524518 TSecr=1601033708"
"545","96.084846399","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","Server Hello"
"546","96.084858960","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","33040  >  52385 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=1601033791 TSecr=26524527"
"547","96.084873609","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","Certificate"
"548","96.084876505","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","33040  >  52385 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=1601033791 TSecr=26524527"
"549","96.153339715","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","216","1529","203","130","Server Key Exchange, Server Hello Done"
"550","96.153360354","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1659","0","33040  >  52385 [ACK] Seq=203 Ack=1659 Win=63360 Len=0 TSval=1601033860 TSecr=26524551"
"551","96.169403099","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1659","42","Client Key Exchange"
"556","96.408328695","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1659","245","0","52385  >  33040 [ACK] Seq=1659 Ack=245 Win=131072 Len=0 TSval=26524779 TSecr=1601033876"
"557","96.408395411","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1659","91","Change Cipher Spec, Encrypted Handshake Message"
"559","96.742486625","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1659","336","0","52385  >  33040 [ACK] Seq=1659 Ack=336 Win=131008 Len=0 TSval=26525101 TSecr=1601034115"
"560","96.742529820","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1659","336","6","Change Cipher Spec"
"561","96.785565570","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1665","0","33040  >  52385 [ACK] Seq=336 Ack=1665 Win=64128 Len=0 TSval=1601034492 TSecr=26525104"
"562","97.012053583","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1665","336","85","Encrypted Handshake Message"
"563","97.012062031","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1750","0","33040  >  52385 [ACK] Seq=336 Ack=1750 Win=64128 Len=0 TSval=1601034718 TSecr=26525292"
"564","97.043192783","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1750","101","Application Data"
"565","97.059557119","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1750","437","0","52385  >  33040 [ACK] Seq=1750 Ack=437 Win=130944 Len=0 TSval=26525498 TSecr=1601034750"
"568","97.119618091","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1750","437","69","Application Data"
"569","97.161498976","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1819","0","33040  >  52385 [ACK] Seq=437 Ack=1819 Win=64128 Len=0 TSval=1601034868 TSecr=26525505"
"570","97.172529305","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1819","85","Application Data"
"573","97.292245233","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1819","522","0","52385  >  33040 [ACK] Seq=1819 Ack=522 Win=130944 Len=0 TSval=26525702 TSecr=1601034879"
"574","97.300156376","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1819","522","101","Application Data"
"575","97.300199946","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1920","0","33040  >  52385 [ACK] Seq=522 Ack=1920 Win=64128 Len=0 TSval=1601035007 TSecr=26525708"
"576","97.305022773","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1920","85","Application Data"
"579","97.386837951","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1920","607","0","52385  >  33040 [ACK] Seq=1920 Ack=607 Win=130944 Len=0 TSval=26525796 TSecr=1601035011"
"580","97.386847489","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1920","607","165","Application Data"
"581","97.429535287","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2085","0","33040  >  52385 [ACK] Seq=607 Ack=2085 Win=64128 Len=0 TSval=1601035136 TSecr=26525799"
"582","97.437078908","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2085","85","Application Data"
"583","97.665087482","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2085","692","0","52385  >  33040 [ACK] Seq=2085 Ack=692 Win=130944 Len=0 TSval=26525967 TSecr=1601035143"
"584","97.665144471","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2085","692","85","Application Data"
"585","97.665188972","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2170","0","33040  >  52385 [ACK] Seq=692 Ack=2170 Win=64128 Len=0 TSval=1601035372 TSecr=26525974"
"586","97.795457962","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2170","1428","33040  >  52385 [ACK] Seq=692 Ack=2170 Win=64128 Len=1428 TSval=1601035502 TSecr=26525974 [TCP segment of a reassembled PDU]"
"587","97.795472597","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2170","97","Application Data"
"588","97.888739323","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2170","2217","0","52385  >  33040 [ACK] Seq=2170 Ack=2217 Win=129536 Len=0 TSval=26526261 TSecr=1601035502"
"589","97.888790305","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2170","2217","101","Application Data"
"590","97.888830462","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2271","0","33040  >  52385 [ACK] Seq=2217 Ack=2271 Win=64128 Len=0 TSval=1601035595 TSecr=26526296"
"591","97.959319195","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2271","373","Application Data"
"592","98.015280244","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2271","2590","0","52385  >  33040 [ACK] Seq=2271 Ack=2590 Win=130688 Len=0 TSval=26526447 TSecr=1601035666"
"593","98.061605062","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2271","2590","85","Application Data"
"594","98.061672838","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2356","0","33040  >  52385 [ACK] Seq=2590 Ack=2356 Win=64128 Len=0 TSval=1601035768 TSecr=26526463"
"595","98.067727008","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2356","101","Application Data"
"596","98.125801455","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2356","2691","0","52385  >  33040 [ACK] Seq=2356 Ack=2691 Win=130944 Len=0 TSval=26526564 TSecr=1601035774"
"597","98.165335253","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2356","2691","405","Application Data"
"598","98.205523096","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2761","0","33040  >  52385 [ACK] Seq=2691 Ack=2761 Win=64128 Len=0 TSval=1601035912 TSecr=26526580"
"599","98.216164602","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2761","85","Application Data"
"600","98.274256554","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2761","2776","0","52385  >  33040 [ACK] Seq=2761 Ack=2776 Win=130944 Len=0 TSval=26526699 TSecr=1601035922"
"601","98.274312203","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2761","2776","85","Application Data"
"602","98.274605437","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2846","0","33040  >  52385 [ACK] Seq=2776 Ack=2846 Win=64128 Len=0 TSval=1601035981 TSecr=26526705"
