"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Info"
"664","108.611195029","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3195","0","47658  >  52564 [ACK] Seq=3031 Ack=3195 Win=64128 Len=0 TSval=1597813028 TSecr=2082207633"
"665","110.617235002","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3195","85","Application Data"
"666","110.708846124","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3195","3116","0","52564  >  47658 [ACK] Seq=3195 Ack=3116 Win=130944 Len=0 TSval=2082209876 TSecr=1597815034"
"667","110.708868842","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3195","3116","117","Application Data"
"668","110.708902220","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3312","0","47658  >  52564 [ACK] Seq=3116 Ack=3312 Win=64128 Len=0 TSval=1597815126 TSecr=2082209882"
"669","112.714095182","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3312","85","Application Data"
"670","112.801575204","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3312","3201","0","52564  >  47658 [ACK] Seq=3312 Ack=3201 Win=130944 Len=0 TSval=2082211983 TSecr=1597817131"
"671","112.883493166","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3312","3201","117","Application Data"
"672","112.883516402","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3429","0","47658  >  52564 [ACK] Seq=3201 Ack=3429 Win=64128 Len=0 TSval=1597817301 TSecr=2082211990"
"693","114.888762771","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3429","85","Application Data"
"705","115.176215239","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3429","3286","0","52564  >  47658 [ACK] Seq=3429 Ack=3286 Win=131072 Len=0 TSval=2082214258 TSecr=1597819306"
"707","115.180186999","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3429","3286","117","Application Data"
"708","115.180209445","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3546","0","47658  >  52564 [ACK] Seq=3286 Ack=3546 Win=64128 Len=0 TSval=1597819597 TSecr=2082214264"
"709","115.184049657","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3546","85","Application Data"
"711","115.195081303","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3546","3371","0","52564  >  47658 [ACK] Seq=3546 Ack=3371 Win=131072 Len=0 TSval=2082214378 TSecr=1597819601"
"712","115.198908433","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3546","3371","85","Application Data"
"713","115.203285345","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3631","85","Application Data"
"714","115.365440926","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3631","3456","0","52564  >  47658 [ACK] Seq=3631 Ack=3456 Win=130944 Len=0 TSval=2082214452 TSecr=1597819620"
"715","115.378511864","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3631","3456","85","Application Data"
"716","115.385971858","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3716","69","Encrypted Alert"
"717","115.386024994","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3716","0","47658  >  52564 [FIN, ACK] Seq=3525 Ack=3716 Win=64128 Len=0 TSval=1597819803 TSecr=2082214457"
"718","115.436963459","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3716","3525","0","52564  >  47658 [ACK] Seq=3716 Ack=3525 Win=130944 Len=0 TSval=2082214612 TSecr=1597819803"
"719","115.436977148","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3716","3526","0","52564  >  47658 [ACK] Seq=3716 Ack=3526 Win=130944 Len=0 TSval=2082214612 TSecr=1597819803"
"782","120.521796008","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3716","3526","69","Encrypted Alert"
"783","120.521812790","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","47658  >  52564 [RST] Seq=3526 Win=0 Len=0"
"784","120.521825214","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3785","3526","0","52564  >  47658 [FIN, ACK] Seq=3785 Ack=3526 Win=130944 Len=0 TSval=2082219463 TSecr=1597819803"
"785","120.521827164","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","47658  >  52564 [RST] Seq=3526 Win=0 Len=0"
"786","120.521829001","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3786","3526","0","52564  >  47658 [RST, ACK] Seq=3786 Ack=3526 Win=130944 Len=0"
"790","123.129665270","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","52583  >  15118 Len=10"
"791","123.381387306","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","52583  >  15118 Len=10"
"792","123.631788919","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  52583 Len=28"
"793","123.632357097","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","52583  >  15118 Len=10"
"794","123.647512227","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  52583 Len=28"
"795","123.893170349","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  52583 Len=28"
"796","123.909011351","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","47660  >  52564 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=1597828325 TSecr=0 WS=128"
"797","124.221683140","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","52564  >  47660 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=1921470366 TSecr=1597828325 SACK_PERM=1"
"798","124.221712259","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","47660  >  52564 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1597828638 TSecr=1921470366"
"799","124.243270121","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","Client Hello"
"800","124.556503162","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","[TCP Window Update] 52564  >  47660 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=1921470651 TSecr=1597828638"
"801","124.579554643","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","52564  >  47660 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=1921470768 TSecr=1597828660"
"802","124.579570628","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","Server Hello"
"803","124.579583456","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","47660  >  52564 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=1597828996 TSecr=1921470772"
"804","124.579606164","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","Certificate"
"805","124.579609164","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","47660  >  52564 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=1597828996 TSecr=1921470772"
"806","124.612382012","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","Server Key Exchange, Server Hello Done"
"807","124.612403283","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","47660  >  52564 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=1597829029 TSecr=1921470962"
"808","124.624196884","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","Client Key Exchange"
"809","124.661257212","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","52564  >  47660 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=1921470994 TSecr=1597829041"
"810","124.661283888","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","Change Cipher Spec, Encrypted Handshake Message"
"811","124.746697928","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","52564  >  47660 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=1921471042 TSecr=1597829078"
"812","124.746712087","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","Change Cipher Spec"
"813","124.800303753","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","47660  >  52564 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=1597829217 TSecr=1921471044"
"814","124.936774673","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","Encrypted Handshake Message"
"815","124.936792998","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","47660  >  52564 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=1597829353 TSecr=1921471276"
"816","124.970211249","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","Application Data"
"817","125.008970643","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","52564  >  47660 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=1921471351 TSecr=1597829387"
"818","125.054539400","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","Application Data"
"819","125.095611715","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","47660  >  52564 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=1597829512 TSecr=1921471356"
"820","125.114385117","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","Application Data"
"821","125.157380556","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","52564  >  47660 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=1921471507 TSecr=1597829531"
"822","125.309391070","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","Application Data"
"823","125.309410624","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","47660  >  52564 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=1597829726 TSecr=1921471513"
"824","125.313950482","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","Application Data"
"825","125.738191294","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","52564  >  47660 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=1921471940 TSecr=1597829730"
"826","125.738208673","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","Application Data"
"827","125.779629027","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","47660  >  52564 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=1597830196 TSecr=1921471947"
"828","125.787785953","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","Application Data"
"829","126.007058265","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","52564  >  47660 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=1921472196 TSecr=1597830204"
"830","126.007074723","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","Application Data"
"831","126.007087087","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","47660  >  52564 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=1597830423 TSecr=1921472202"
"832","126.129783777","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","47660  >  52564 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=1597830546 TSecr=1921472202 [TCP segment of a reassembled PDU]"
"833","126.129799136","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","Application Data"
"834","126.190453110","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","52564  >  47660 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=1921472533 TSecr=1597830546"
"835","126.336622705","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","Application Data"
"836","126.336697838","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","47660  >  52564 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=1597830753 TSecr=1921472568"
"837","126.410166585","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","Application Data"
"838","126.495884138","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","52564  >  47660 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=1921472773 TSecr=1597830826"
"839","126.546143611","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","Application Data"
"840","126.546243269","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","47660  >  52564 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=1597830963 TSecr=1921472781"
"841","126.551141897","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","Application Data"
"842","126.666851295","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","52564  >  47660 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=1921473000 TSecr=1597830967"
"843","126.704931382","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","Application Data"
"844","126.747631915","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","47660  >  52564 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=1597831164 TSecr=1921473016"
"845","126.760462055","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","Application Data"
"846","126.825653609","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","52564  >  47660 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=1921473158 TSecr=1597831177"
"847","126.825669092","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","Application Data"
"848","126.825768203","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","47660  >  52564 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=1597831242 TSecr=1921473166"
"849","126.829152037","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","Application Data"
"850","126.914165806","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","52564  >  47660 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=1921473189 TSecr=1597831245"
"851","126.937941599","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","Application Data"
"852","126.979633568","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","47660  >  52564 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=1597831396 TSecr=1921473195"
"855","128.944721225","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","Application Data"
"857","129.012935917","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","52564  >  47660 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=1921475338 TSecr=1597833361"
"858","129.013879081","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","Application Data"
"859","129.013901778","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","47660  >  52564 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=1597833430 TSecr=1921475342"
"861","131.019433688","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","Application Data"
"862","131.310720231","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","52564  >  47660 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=1921477518 TSecr=1597835435"
"863","131.310737389","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","Application Data"
"864","131.310750063","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","47660  >  52564 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=1597835727 TSecr=1921477525"
"865","133.315881908","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","Application Data"
"866","133.498923789","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","52564  >  47660 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=1921479779 TSecr=1597837732"
"867","133.498939580","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","Application Data"
"868","133.498952081","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","47660  >  52564 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=1597837915 TSecr=1921479785"
"869","135.504430431","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","Application Data"
"870","135.637046886","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","52564  >  47660 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=1921481881 TSecr=1597839920"
"871","135.675784811","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","Application Data"
"872","135.675807107","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","47660  >  52564 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=1597840092 TSecr=1921481888"
"873","137.682108316","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","Application Data"
"876","137.955992466","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","52564  >  47660 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=1921484192 TSecr=1597842098"
"877","137.956008438","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","Application Data"
"878","137.956021593","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","47660  >  52564 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=1597842372 TSecr=1921484199"
"879","137.960529371","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","Application Data"
"880","138.051682154","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","52564  >  47660 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=1921484368 TSecr=1597842376"
"881","138.051699209","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","Application Data"
"882","138.055181768","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","Application Data"
"883","138.082899363","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","52564  >  47660 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=1921484423 TSecr=1597842471"
"884","138.096134893","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","Application Data"
"885","138.104853725","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","Encrypted Alert"
"886","138.104904193","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","47660  >  52564 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=1597842520 TSecr=1921484425"
"887","138.132169967","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","52564  >  47660 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=1921484481 TSecr=1597842520"
"888","138.132195861","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","52564  >  47660 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=1921484481 TSecr=1597842520"
"889","143.217228476","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","Encrypted Alert"
"890","143.217244876","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","47660  >  52564 [RST] Seq=3526 Win=0 Len=0"
"891","143.217257666","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","52564  >  47660 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=1921489431 TSecr=1597842520"
"892","143.217259732","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","47660  >  52564 [RST] Seq=3526 Win=0 Len=0"
"893","143.217261496","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","52564  >  47660 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"894","145.866360828","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","60671  >  15118 Len=10"
"895","146.118245865","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","60671  >  15118 Len=10"
"896","146.181319207","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  60671 Len=28"
"897","146.212791373","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","15118  >  60671 Len=28"
"898","146.507189585","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","47662  >  52564 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=1597850922 TSecr=0 WS=128"
"899","146.716111039","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","52564  >  47662 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=774769326 TSecr=1597850922 SACK_PERM=1"
"900","146.716139712","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","47662  >  52564 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1597851131 TSecr=774769326"
"901","146.739103497","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","Client Hello"
"902","146.788980586","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","[TCP Window Update] 52564  >  47662 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=774769474 TSecr=1597851131"
"903","146.794189196","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","52564  >  47662 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=774769494 TSecr=1597851154"
"904","146.794206329","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","Server Hello"
"905","146.794219058","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","47662  >  52564 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=1597851209 TSecr=774769500"
"906","146.822445301","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","Certificate"
"907","146.822461599","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","47662  >  52564 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=1597851237 TSecr=774769500"
"908","146.849019779","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","Server Key Exchange, Server Hello Done"
"909","146.849041293","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","47662  >  52564 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=1597851264 TSecr=774769554"
