"No.","Time","Time Diff","Source address","Transmitter address","Receiver address","Destination address","Length","Sequence number","Data Length","Starting Sequence Number","Priority","Info"
"683209","136.246289","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2907","88","","Best Effort (Best Effort)","QoS Data, SN=2907, FN=0, Flags=.p.....TC"
"683277","136.264861","0.018572000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","260","2908","178","","Best Effort (Best Effort)","QoS Data, SN=2908, FN=0, Flags=.p.....TC"
"683278","136.264956","0.000095000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","1598","2909","1516","","Best Effort (Best Effort)","QoS Data, SN=2909, FN=0, Flags=.p.....TC"
"683279","136.265011","0.000055000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","184","2910","98","","Best Effort (Best Effort)","QoS Data, SN=2910, FN=0, Flags=.p.....TC"
"683957","136.399761","0.134750000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","303","2911","217","","Best Effort (Best Effort)","QoS Data, SN=2911, FN=0, Flags=.p.....TC"
"684279","136.458747","0.058986000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2912","88","","Best Effort (Best Effort)","QoS Data, SN=2912, FN=0, Flags=.p.....TC"
"684331","136.465647","0.006900000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2913","88","","Best Effort (Best Effort)","QoS Data, SN=2913, FN=0, Flags=.p.....TC"
"684424","136.483088","0.017441000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","180","2914","94","","Best Effort (Best Effort)","QoS Data, SN=2914, FN=0, Flags=.p.....TC"
"686104","136.811819","0.328731000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2915","173","","Best Effort (Best Effort)","QoS Data, SN=2915, FN=0, Flags=.p.....TC"
"686550","136.885338","0.073519000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2916","88","","Best Effort (Best Effort)","QoS Data, SN=2916, FN=0, Flags=.p.....TC"
"686599","136.894244","0.008906000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","2917","157","","Best Effort (Best Effort)","QoS Data, SN=2917, FN=0, Flags=.p.....TC"
"687838","137.065273","0.171029000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2918","88","","Best Effort (Best Effort)","QoS Data, SN=2918, FN=0, Flags=.p.....TC"
"687839","137.065329","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","2919","189","","Best Effort (Best Effort)","QoS Data, SN=2919, FN=0, Flags=.p.....TC"
"688105","137.106371","0.041042000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2920","88","","Best Effort (Best Effort)","QoS Data, SN=2920, FN=0, Flags=.p.....TC"
"688109","137.107220","0.000849000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2920","88","","Best Effort (Best Effort)","QoS Data, SN=2920, FN=0, Flags=.p..R..TC"
"688162","137.111991","0.004771000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","339","2921","253","","Best Effort (Best Effort)","QoS Data, SN=2921, FN=0, Flags=.p.....TC"
"689042","137.250620","0.138629000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2922","88","","Best Effort (Best Effort)","QoS Data, SN=2922, FN=0, Flags=.p..R..TC"
"689043","137.250676","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2923","173","","Best Effort (Best Effort)","QoS Data, SN=2923, FN=0, Flags=.p..R..TC"
"690239","137.433497","0.182821000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2924","88","","Best Effort (Best Effort)","QoS Data, SN=2924, FN=0, Flags=.p.....TC"
"690240","137.433554","0.000057000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","2925","189","","Best Effort (Best Effort)","QoS Data, SN=2925, FN=0, Flags=.p.....TC"
"691341","137.603801","0.170247000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2277","88","","Voice (Voice)","QoS Data, SN=2277, FN=0, Flags=.p.....TC"
"691728","137.643153","0.039352000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2926","88","","Best Effort (Best Effort)","QoS Data, SN=2926, FN=0, Flags=.p.....TC"
"691730","137.643303","0.000150000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2927","173","","Best Effort (Best Effort)","QoS Data, SN=2927, FN=0, Flags=.p.....TC"
"693030","137.874318","0.231015000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2928","88","","Best Effort (Best Effort)","QoS Data, SN=2928, FN=0, Flags=.p.....TC"
"693130","137.890617","0.016299000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","579","2929","493","","Best Effort (Best Effort)","QoS Data, SN=2929, FN=0, Flags=.p.....TC"
"694160","138.180280","0.289663000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","579","2930","493","","Best Effort (Best Effort)","QoS Data, SN=2930, FN=0, Flags=.p.....TC"
"694373","138.255674","0.075394000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2931","88","","Best Effort (Best Effort)","QoS Data, SN=2931, FN=0, Flags=.p.....TC"
"694374","138.255730","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2932","173","","Best Effort (Best Effort)","QoS Data, SN=2932, FN=0, Flags=.p.....TC"
"694493","138.304361","0.048631000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2933","88","","Best Effort (Best Effort)","QoS Data, SN=2933, FN=0, Flags=.p.....TC"
"694542","138.330556","0.026195000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2934","205","","Best Effort (Best Effort)","QoS Data, SN=2934, FN=0, Flags=.p.....TC"
"704475","140.494074","2.163518000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2935","88","","Best Effort (Best Effort)","QoS Data, SN=2935, FN=0, Flags=.p.....TC"
"704522","140.509896","0.015822000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2936","205","","Best Effort (Best Effort)","QoS Data, SN=2936, FN=0, Flags=.p.....TC"
"715537","142.776667","2.266771000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2937","88","","Best Effort (Best Effort)","QoS Data, SN=2937, FN=0, Flags=.p.....TC"
"715539","142.776818","0.000151000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2938","205","","Best Effort (Best Effort)","QoS Data, SN=2938, FN=0, Flags=.p.....TC"
"726350","144.936907","2.160089000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2939","88","","Best Effort (Best Effort)","QoS Data, SN=2939, FN=0, Flags=.p.....TC"
"726421","144.941178","0.004271000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2940","205","","Best Effort (Best Effort)","QoS Data, SN=2940, FN=0, Flags=.p.....TC"
"738318","147.141377","2.200199000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2941","88","","Best Effort (Best Effort)","QoS Data, SN=2941, FN=0, Flags=.p.....TC"
"738475","147.169135","0.027758000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2942","205","","Best Effort (Best Effort)","QoS Data, SN=2942, FN=0, Flags=.p.....TC"
"750041","149.410187","2.241052000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2944","88","","Best Effort (Best Effort)","QoS Data, SN=2944, FN=0, Flags=.p.....TC"
"750115","149.418258","0.008071000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2945","205","","Best Effort (Best Effort)","QoS Data, SN=2945, FN=0, Flags=.p.....TC"
"751687","149.658378","0.240120000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2946","88","","Best Effort (Best Effort)","QoS Data, SN=2946, FN=0, Flags=.p.....TC"
"751688","149.658434","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2947","173","","Best Effort (Best Effort)","QoS Data, SN=2947, FN=0, Flags=.p.....TC"
"752755","149.829274","0.170840000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2948","88","","Best Effort (Best Effort)","QoS Data, SN=2948, FN=0, Flags=.p.....TC"
"752756","149.829330","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2949","173","","Best Effort (Best Effort)","QoS Data, SN=2949, FN=0, Flags=.p.....TC"
"753161","149.896194","0.066864000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2950","88","","Best Effort (Best Effort)","QoS Data, SN=2950, FN=0, Flags=.p.....TC"
"753162","149.896296","0.000102000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2951","88","","Best Effort (Best Effort)","QoS Data, SN=2951, FN=0, Flags=.p.....TC"
"778680","154.834934","4.938638000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","2952","157","","Best Effort (Best Effort)","QoS Data, SN=2952, FN=0, Flags=.p.....TC"
"778682","154.835044","0.000110000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2953","88","","Best Effort (Best Effort)","QoS Data, SN=2953, FN=0, Flags=.p.....TC"
"778683","154.835099","0.000055000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","162","2954","76","","Best Effort (Best Effort)","QoS Data, SN=2954, FN=0, Flags=.p.....TC"
"793696","157.684124","2.849025000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","178","2955","92","","Best Effort (Best Effort)","QoS Data, SN=2955, FN=0, Flags=.p.....TC"
"796755","158.218415","0.534291000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","186","2956","100","","Best Effort (Best Effort)","QoS Data, SN=2956, FN=0, Flags=.p.....TC"
"797144","158.328674","0.110259000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","186","2957","100","","Best Effort (Best Effort)","QoS Data, SN=2957, FN=0, Flags=.p.....TC"
"797237","158.348533","0.019859000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2958","88","","Best Effort (Best Effort)","QoS Data, SN=2958, FN=0, Flags=.p.....TC"
"797480","158.400807","0.052274000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2959","88","","Best Effort (Best Effort)","QoS Data, SN=2959, FN=0, Flags=.p.....TC"
"797481","158.400865","0.000058000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","264","2960","178","","Best Effort (Best Effort)","QoS Data, SN=2960, FN=0, Flags=.p.....TC"
"797484","158.401102","0.000237000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2959","88","","Best Effort (Best Effort)","QoS Data, SN=2959, FN=0, Flags=.p..R..TC"
"797485","158.401156","0.000054000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","264","2960","178","","Best Effort (Best Effort)","QoS Data, SN=2960, FN=0, Flags=.p..R..TC"
"797575","158.416511","0.015355000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","1598","2961","1516","","Best Effort (Best Effort)","QoS Data, SN=2961, FN=0, Flags=.p.....TC"
"797576","158.416567","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","184","2962","98","","Best Effort (Best Effort)","QoS Data, SN=2962, FN=0, Flags=.p.....TC"
"798049","158.515500","0.098933000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","303","2963","217","","Best Effort (Best Effort)","QoS Data, SN=2963, FN=0, Flags=.p.....TC"
"798093","158.533780","0.018280000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2964","88","","Best Effort (Best Effort)","QoS Data, SN=2964, FN=0, Flags=.p.....TC"
"798106","158.539334","0.005554000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2965","88","","Best Effort (Best Effort)","QoS Data, SN=2965, FN=0, Flags=.p.....TC"
"798118","158.544022","0.004688000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2966","88","","Best Effort (Best Effort)","QoS Data, SN=2966, FN=0, Flags=.p.....TC"
"798126","158.544831","0.000809000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","180","2967","94","","Best Effort (Best Effort)","QoS Data, SN=2967, FN=0, Flags=.p.....TC"
"798587","158.625404","0.080573000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2968","173","","Best Effort (Best Effort)","QoS Data, SN=2968, FN=0, Flags=.p.....TC"
"799134","158.736504","0.111100000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2969","88","","Best Effort (Best Effort)","QoS Data, SN=2969, FN=0, Flags=.p.....TC"
"799135","158.736560","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","2970","157","","Best Effort (Best Effort)","QoS Data, SN=2970, FN=0, Flags=.p.....TC"
"799560","158.832688","0.096128000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2971","88","","Best Effort (Best Effort)","QoS Data, SN=2971, FN=0, Flags=.p.....TC"
"799625","158.839710","0.007022000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2971","88","","Best Effort (Best Effort)","QoS Data, SN=2971, FN=0, Flags=.p..R..TC"
"799627","158.839818","0.000108000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","2972","189","","Best Effort (Best Effort)","QoS Data, SN=2972, FN=0, Flags=.p.....TC"
"799908","158.888262","0.048444000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2973","88","","Best Effort (Best Effort)","QoS Data, SN=2973, FN=0, Flags=.p.....TC"
"799909","158.888319","0.000057000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","339","2974","253","","Best Effort (Best Effort)","QoS Data, SN=2974, FN=0, Flags=.p.....TC"
"800415","158.990067","0.101748000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2975","88","","Best Effort (Best Effort)","QoS Data, SN=2975, FN=0, Flags=.p.....TC"
"800416","158.990130","0.000063000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2976","173","","Best Effort (Best Effort)","QoS Data, SN=2976, FN=0, Flags=.p.....TC"
"801486","159.205883","0.215753000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2977","88","","Best Effort (Best Effort)","QoS Data, SN=2977, FN=0, Flags=.p.....TC"
"801737","159.250723","0.044840000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","275","2978","189","","Best Effort (Best Effort)","QoS Data, SN=2978, FN=0, Flags=.p.....TC"
"802174","159.352429","0.101706000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2979","88","","Best Effort (Best Effort)","QoS Data, SN=2979, FN=0, Flags=.p.....TC"
"802486","159.416371","0.063942000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2980","173","","Best Effort (Best Effort)","QoS Data, SN=2980, FN=0, Flags=.p.....TC"
"802876","159.491975","0.075604000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2981","88","","Best Effort (Best Effort)","QoS Data, SN=2981, FN=0, Flags=.p.....TC"
"802878","159.492086","0.000111000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","579","2982","493","","Best Effort (Best Effort)","QoS Data, SN=2982, FN=0, Flags=.p.....TC"
"803398","159.602828","0.110742000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2983","88","","Best Effort (Best Effort)","QoS Data, SN=2983, FN=0, Flags=.p.....TC"
"803680","159.659281","0.056453000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","2984","173","","Best Effort (Best Effort)","QoS Data, SN=2984, FN=0, Flags=.p.....TC"
"804663","159.866334","0.207053000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2985","88","","Best Effort (Best Effort)","QoS Data, SN=2985, FN=0, Flags=.p.....TC"
"804665","159.866486","0.000152000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2986","205","","Best Effort (Best Effort)","QoS Data, SN=2986, FN=0, Flags=.p.....TC"
"804667","159.866597","0.000111000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2280","88","","Voice (Voice)","QoS Data, SN=2280, FN=0, Flags=.p.....TC"
"805894","160.093856","0.227259000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2987","205","","Best Effort (Best Effort)","QoS Data, SN=2987, FN=0, Flags=.p.....TC"
"805964","160.109047","0.015191000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2987","205","","Best Effort (Best Effort)","QoS Data, SN=2987, FN=0, Flags=.p..R..TC"
"816265","162.116392","2.007345000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2988","88","","Best Effort (Best Effort)","QoS Data, SN=2988, FN=0, Flags=.p.....TC"
"816328","162.124056","0.007664000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2989","205","","Best Effort (Best Effort)","QoS Data, SN=2989, FN=0, Flags=.p.....TC"
"827879","164.390220","2.266164000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2990","88","","Best Effort (Best Effort)","QoS Data, SN=2990, FN=0, Flags=.p.....TC"
"827903","164.404959","0.014739000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2991","205","","Best Effort (Best Effort)","QoS Data, SN=2991, FN=0, Flags=.p.....TC"
"840624","166.586679","2.181720000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2992","88","","Best Effort (Best Effort)","QoS Data, SN=2992, FN=0, Flags=.p.....TC"
"840626","166.586789","0.000110000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2993","205","","Best Effort (Best Effort)","QoS Data, SN=2993, FN=0, Flags=.p.....TC"
"851804","168.788677","2.201888000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","2995","88","","Best Effort (Best Effort)","QoS Data, SN=2995, FN=0, Flags=.p.....TC"
"851805","168.788734","0.000057000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2996","205","","Best Effort (Best Effort)","QoS Data, SN=2996, FN=0, Flags=.p.....TC"
"863803","170.960391","2.171657000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","2998","88","","Best Effort (Best Effort)","QoS Data, SN=2998, FN=0, Flags=.p.....TC"
"863805","170.960503","0.000112000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","291","2999","205","","Best Effort (Best Effort)","QoS Data, SN=2999, FN=0, Flags=.p.....TC"
"864426","171.070092","0.109589000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3000","88","","Best Effort (Best Effort)","QoS Data, SN=3000, FN=0, Flags=.p.....TC"
"864482","171.074461","0.004369000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3001","173","","Best Effort (Best Effort)","QoS Data, SN=3001, FN=0, Flags=.p.....TC"
"864664","171.111507","0.037046000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3002","88","","Best Effort (Best Effort)","QoS Data, SN=3002, FN=0, Flags=.p.....TC"
"864666","171.111622","0.000115000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","259","3003","173","","Best Effort (Best Effort)","QoS Data, SN=3003, FN=0, Flags=.p.....TC"
"864987","171.168323","0.056701000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","3004","88","","Best Effort (Best Effort)","QoS Data, SN=3004, FN=0, Flags=.p.....TC"
"864988","171.168380","0.000057000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3005","88","","Best Effort (Best Effort)","QoS Data, SN=3005, FN=0, Flags=.p.....TC"
"893642","176.123023","4.954643000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","243","3007","157","","Best Effort (Best Effort)","QoS Data, SN=3007, FN=0, Flags=.p.....TC"
"893644","176.123147","0.000124000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","3008","88","","Best Effort (Best Effort)","QoS Data, SN=3008, FN=0, Flags=.p.....TC"
"893645","176.123203","0.000056000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","162","3009","76","","Best Effort (Best Effort)","QoS Data, SN=3009, FN=0, Flags=.p.....TC"
"909690","178.988419","2.865216000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","178","3010","92","","Best Effort (Best Effort)","QoS Data, SN=3010, FN=0, Flags=.p.....TC"
"913216","179.628286","0.639867000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","186","3011","100","","Best Effort (Best Effort)","QoS Data, SN=3011, FN=0, Flags=.p.....TC"
"913916","179.732021","0.103735000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","186","3012","100","","Best Effort (Best Effort)","QoS Data, SN=3012, FN=0, Flags=.p.....TC"
"914653","179.855461","0.123440000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","170","3013","88","","Best Effort (Best Effort)","QoS Data, SN=3013, FN=0, Flags=.p.....TC"
"914654","179.855519","0.000058000","90:9c:4a:c8:5e:86","90:9c:4a:c8:5e:86","78:44:76:db:82:78","20:16:b9:9c:1d:b9","174","3014","88","","Best Effort (Best Effort)","QoS Data, SN=3014, FN=0, Flags=.p.....TC"
