"No.","Time","Source","Destination","Protocol","Length","Sequence Number","TCP Segment Len","Info"
"1332","220.911782","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","92","1659","6","Change Cipher Spec"
"1333","220.911829","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57162  >  63834 [ACK] Seq=336 Ack=1665 Win=131008 Len=0 TSval=805443052 TSecr=915088962"
"1334","220.999766","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","1665","85","Encrypted Handshake Message"
"1335","220.999815","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57162  >  63834 [ACK] Seq=336 Ack=1750 Win=130944 Len=0 TSval=805443139 TSecr=915089079"
"1336","221.071988","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","187","336","101","Application Data"
"1337","221.121062","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1750","0","63834  >  57162 [ACK] Seq=1750 Ack=437 Win=130944 Len=0 TSval=915089254 TSecr=805443211"
"1340","221.219438","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","155","1750","69","Application Data"
"1341","221.219496","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","437","0","57162  >  63834 [ACK] Seq=437 Ack=1819 Win=130944 Len=0 TSval=805443358 TSecr=915089261"
"1342","221.364596","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","437","85","Application Data"
"1343","221.445664","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1819","0","63834  >  57162 [ACK] Seq=1819 Ack=522 Win=130944 Len=0 TSval=915089556 TSecr=805443503"
"1344","221.459853","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","187","1819","101","Application Data"
"1345","221.459945","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","522","0","57162  >  63834 [ACK] Seq=522 Ack=1920 Win=130944 Len=0 TSval=805443598 TSecr=915089562"
"1346","221.471524","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","522","85","Application Data"
"1357","221.709161","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1920","0","63834  >  57162 [ACK] Seq=1920 Ack=607 Win=130944 Len=0 TSval=915089757 TSecr=805443608"
"1358","221.719724","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","251","1920","165","Application Data"
"1359","221.719783","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","607","0","57162  >  63834 [ACK] Seq=607 Ack=2085 Win=130880 Len=0 TSval=805443855 TSecr=915089764"
"1371","222.000394","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","607","85","Application Data"
"1374","222.729519","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2085","0","63834  >  57162 [ACK] Seq=2085 Ack=692 Win=130944 Len=0 TSval=915090260 TSecr=805444134"
"1375","222.729523","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2085","85","Application Data"
"1376","222.729689","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","171","2085","85","[TCP Retransmission] 63834  >  57162 [PSH, ACK] Seq=2085 Ack=692 Win=131072 Len=85 TSval=915090603 TSecr=805444134"
"1377","222.729754","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","692","0","57162  >  63834 [ACK] Seq=692 Ack=2170 Win=130944 Len=0 TSval=805444863 TSecr=915090266"
"1378","222.729755","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","692","0","[TCP Dup ACK 1377#1] 57162  >  63834 [ACK] Seq=692 Ack=2170 Win=130944 Len=0 TSval=805444863 TSecr=915090603 SLE=2085 SRE=2170"
"1379","222.966313","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","1514","692","1428","57162  >  63834 [ACK] Seq=692 Ack=2170 Win=131072 Len=1428 TSval=805445098 TSecr=915090603 [TCP segment of a reassembled PDU]"
"1380","222.966314","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","183","2120","97","Application Data"
"1381","223.026530","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2170","0","63834  >  57162 [ACK] Seq=2170 Ack=2120 Win=129600 Len=0 TSval=915091119 TSecr=805445098"
"1382","223.033751","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2170","0","63834  >  57162 [ACK] Seq=2170 Ack=2217 Win=130944 Len=0 TSval=915091123 TSecr=805445098"
"1383","223.035928","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","187","2170","101","Application Data"
"1384","223.035993","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2217","0","57162  >  63834 [ACK] Seq=2217 Ack=2271 Win=130944 Len=0 TSval=805445167 TSecr=915091164"
"1385","223.170683","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","459","2217","373","Application Data"
"1387","223.531659","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2271","0","63834  >  57162 [ACK] Seq=2271 Ack=2590 Win=130688 Len=0 TSval=915091640 TSecr=805445301"
"1388","223.570898","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2271","85","Application Data"
"1389","223.570956","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2590","0","57162  >  63834 [ACK] Seq=2590 Ack=2356 Win=130944 Len=0 TSval=805445700 TSecr=915091656"
"1390","223.581136","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","187","2590","101","Application Data"
"1393","223.664880","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2356","0","63834  >  57162 [ACK] Seq=2356 Ack=2691 Win=130944 Len=0 TSval=915091764 TSecr=805445710"
"1394","223.674760","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","491","2356","405","Application Data"
"1395","223.674817","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2691","0","57162  >  63834 [ACK] Seq=2691 Ack=2761 Win=130624 Len=0 TSval=805445802 TSecr=915091771"
"1396","223.794003","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2691","85","Application Data"
"1397","223.859604","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2761","0","63834  >  57162 [ACK] Seq=2761 Ack=2776 Win=130944 Len=0 TSval=915091981 TSecr=805445921"
"1398","223.860239","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2761","85","Application Data"
"1399","223.860296","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2776","0","57162  >  63834 [ACK] Seq=2776 Ack=2846 Win=130944 Len=0 TSval=805445986 TSecr=915091988"
"1400","223.867576","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2776","85","Application Data"
"1401","223.946850","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2846","0","63834  >  57162 [ACK] Seq=2846 Ack=2861 Win=130944 Len=0 TSval=915092049 TSecr=805445993"
"1402","223.954193","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","2846","117","Application Data"
"1403","223.954251","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2861","0","57162  >  63834 [ACK] Seq=2861 Ack=2963 Win=130944 Len=0 TSval=805446079 TSecr=915092055"
"1409","225.969882","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2861","85","Application Data"
"1416","226.880812","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2963","0","63834  >  57162 [ACK] Seq=2963 Ack=2946 Win=130944 Len=0 TSval=915094964 TSecr=805448093"
"1417","226.888934","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","2963","117","Application Data"
"1418","226.888982","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2946","0","57162  >  63834 [ACK] Seq=2946 Ack=3080 Win=130944 Len=0 TSval=805449011 TSecr=915094969"
"1430","228.900489","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2946","85","Application Data"
"1431","229.040524","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3080","0","63834  >  57162 [ACK] Seq=3080 Ack=3031 Win=130944 Len=0 TSval=915097121 TSecr=805451021"
"1432","229.051662","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3080","117","Application Data"
"1433","229.051729","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3031","0","57162  >  63834 [ACK] Seq=3031 Ack=3197 Win=130944 Len=0 TSval=805451172 TSecr=915097127"
"1438","229.325617","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","3080","117","[TCP Spurious Retransmission] 63834  >  57162 [PSH, ACK] Seq=3080 Ack=3031 Win=131072 Len=117 TSval=915097352 TSecr=805451021"
"1439","229.325690","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3031","0","[TCP Window Update] 57162  >  63834 [ACK] Seq=3031 Ack=3197 Win=131072 Len=0 TSval=805451445 TSecr=915097352 SLE=3080 SRE=3197"
"1444","231.064281","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3031","85","Application Data"
"1448","231.950213","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3197","0","63834  >  57162 [ACK] Seq=3197 Ack=3116 Win=130944 Len=0 TSval=915099743 TSecr=805453182"
"1449","231.950217","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3197","117","Application Data"
"1450","231.950304","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3116","0","57162  >  63834 [ACK] Seq=3116 Ack=3314 Win=130944 Len=0 TSval=805454067 TSecr=915099750"
"1451","232.043591","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","3197","117","[TCP Spurious Retransmission] 63834  >  57162 [PSH, ACK] Seq=3197 Ack=3116 Win=131072 Len=117 TSval=915100009 TSecr=805453182"
"1452","232.043660","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3116","0","[TCP Window Update] 57162  >  63834 [ACK] Seq=3116 Ack=3314 Win=131072 Len=0 TSval=805454160 TSecr=915100009 SLE=3197 SRE=3314"
"1456","233.958393","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3116","85","Application Data"
"1457","234.715234","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3314","0","63834  >  57162 [ACK] Seq=3314 Ack=3201 Win=130944 Len=0 TSval=915102348 TSecr=805456073"
"1458","234.717008","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3314","117","Application Data"
"1459","234.717010","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","3314","117","[TCP Retransmission] 63834  >  57162 [PSH, ACK] Seq=3314 Ack=3201 Win=131072 Len=117 TSval=915102698 TSecr=805456073"
"1460","234.717067","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3201","0","57162  >  63834 [ACK] Seq=3201 Ack=3431 Win=130944 Len=0 TSval=805456830 TSecr=915102354"
"1461","234.717134","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3201","0","[TCP Dup ACK 1460#1] 57162  >  63834 [ACK] Seq=3201 Ack=3431 Win=130944 Len=0 TSval=805456830 TSecr=915102698 SLE=3314 SRE=3431"
"1467","236.728199","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3201","85","Application Data"
"1468","236.784483","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3431","0","63834  >  57162 [ACK] Seq=3431 Ack=3286 Win=130944 Len=0 TSval=915104898 TSecr=805458838"
"1469","236.830791","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3431","117","Application Data"
"1470","236.830868","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3286","0","57162  >  63834 [ACK] Seq=3286 Ack=3548 Win=130944 Len=0 TSval=805458940 TSecr=915104905"
"1474","238.843882","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3286","85","Application Data"
"1475","238.928074","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3548","0","63834  >  57162 [ACK] Seq=3548 Ack=3371 Win=130944 Len=0 TSval=915107047 TSecr=805460952"
"1476","238.946249","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3548","117","Application Data"
"1477","238.946311","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3371","0","57162  >  63834 [ACK] Seq=3371 Ack=3665 Win=130944 Len=0 TSval=805461054 TSecr=915107053"
"1484","240.957831","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3371","85","Application Data"
"1485","241.013552","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3665","0","63834  >  57162 [ACK] Seq=3665 Ack=3456 Win=130944 Len=0 TSval=915109111 TSecr=805463064"
"1486","241.029375","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3665","117","Application Data"
"1487","241.029450","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3456","0","57162  >  63834 [ACK] Seq=3456 Ack=3782 Win=130944 Len=0 TSval=805463134 TSecr=915109118"
"1491","243.042887","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3456","85","Application Data"
"1492","243.190359","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3782","0","63834  >  57162 [ACK] Seq=3782 Ack=3541 Win=130944 Len=0 TSval=915111283 TSecr=805465146"
"1493","243.203997","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3782","117","Application Data"
"1494","243.204054","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3541","0","57162  >  63834 [ACK] Seq=3541 Ack=3899 Win=130944 Len=0 TSval=805465306 TSecr=915111290"
"1496","245.218819","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3541","85","Application Data"
"1497","245.397721","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3899","0","63834  >  57162 [ACK] Seq=3899 Ack=3626 Win=130944 Len=0 TSval=915113512 TSecr=805467318"
"1498","245.418116","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3899","117","Application Data"
"1499","245.418175","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3626","0","57162  >  63834 [ACK] Seq=3626 Ack=4016 Win=130944 Len=0 TSval=805467517 TSecr=915113517"
"1501","245.784833","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","3899","117","[TCP Spurious Retransmission] 63834  >  57162 [PSH, ACK] Seq=3899 Ack=3626 Win=131072 Len=117 TSval=915113814 TSecr=805467318"
"1502","245.784911","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3626","0","[TCP Window Update] 57162  >  63834 [ACK] Seq=3626 Ack=4016 Win=131072 Len=0 TSval=805467883 TSecr=915113814 SLE=3899 SRE=4016"
"1504","247.427895","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3626","85","Application Data"
"1505","247.472536","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4016","0","63834  >  57162 [ACK] Seq=4016 Ack=3711 Win=131072 Len=0 TSval=915115606 TSecr=805469525"
"1506","247.495662","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","4016","117","Application Data"
"1507","247.495733","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3711","0","57162  >  63834 [ACK] Seq=3711 Ack=4133 Win=130944 Len=0 TSval=805469592 TSecr=915115613"
"1508","247.503307","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3711","85","Application Data"
"1509","247.919050","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4133","0","63834  >  57162 [ACK] Seq=4133 Ack=3796 Win=130944 Len=0 TSval=915115934 TSecr=805469599"
"1510","247.928272","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","4133","85","Application Data"
"1511","247.928331","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3796","0","57162  >  63834 [ACK] Seq=3796 Ack=4218 Win=130944 Len=0 TSval=805470023 TSecr=915115940"
"1512","247.935397","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3796","85","Application Data"
"1513","248.008243","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4218","0","63834  >  57162 [ACK] Seq=4218 Ack=3881 Win=130944 Len=0 TSval=915116140 TSecr=805470030"
"1514","248.022822","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","4218","85","Application Data"
"1515","248.022883","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3881","0","57162  >  63834 [ACK] Seq=3881 Ack=4303 Win=130944 Len=0 TSval=805470116 TSecr=915116145"
"1516","248.041983","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","155","3881","69","Encrypted Alert"
"1517","248.043351","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3950","0","57162  >  63834 [FIN, ACK] Seq=3950 Ack=4303 Win=131072 Len=0 TSval=805470136 TSecr=915116145"
"1518","248.218642","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4303","0","63834  >  57162 [ACK] Seq=4303 Ack=3950 Win=130944 Len=0 TSval=915116295 TSecr=805470135"
"1519","248.225876","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4303","0","63834  >  57162 [ACK] Seq=4303 Ack=3951 Win=130944 Len=0 TSval=915116295 TSecr=805470136"
"1528","253.136881","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","155","4303","69","Encrypted Alert"
"1529","253.136982","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","57162  >  63834 [RST] Seq=3951 Win=0 Len=0"
"1530","253.139973","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4372","0","63834  >  57162 [FIN, ACK] Seq=4372 Ack=3951 Win=130944 Len=0 TSval=915121151 TSecr=805470136"
"1531","253.139976","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","74","4373","0","63834  >  57162 [RST, ACK] Seq=4373 Ack=3951 Win=130944 Len=0"
"1532","253.140015","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","57162  >  63834 [RST] Seq=3951 Win=0 Len=0"
"1541","258.029066","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","50227  >  15118 Len=10"
"1542","258.287011","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","50227  >  15118 Len=10"
"1543","258.404588","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  50227 Len=28"
"1553","258.973511","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  50227 Len=28"
"1554","259.491349","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","0","0","57163  >  63834 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=805481577 TSecr=0 SACK_PERM=1"
"1564","259.913060","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","98","0","0","63834  >  57163 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=3794889439 TSecr=805481577 SACK_PERM=1"
"1565","259.913162","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","1","0","57163  >  63834 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=805481998 TSecr=3794889439"
"1566","259.969387","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","288","1","202","Client Hello"
"1567","260.013489","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1","0","[TCP Window Update] 63834  >  57163 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=3794889585 TSecr=805481998"
"1568","260.078297","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1","0","63834  >  57163 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=3794889663 TSecr=805482054"
"1569","260.094865","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","176","1","90","Server Hello"
"1570","260.094868","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","1514","91","1428","63834  >  57163 [ACK] Seq=91 Ack=203 Win=131136 Len=1428 TSval=3794889668 TSecr=805482054 [TCP segment of a reassembled PDU]"
"1571","260.094870","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","96","1519","10","Certificate"
"1572","260.094966","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57163  >  63834 [ACK] Seq=203 Ack=91 Win=131264 Len=0 TSval=805482178 TSecr=3794889668"
"1573","260.094967","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57163  >  63834 [ACK] Seq=203 Ack=1529 Win=129792 Len=0 TSval=805482178 TSecr=3794889668"
"1576","260.598292","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","1514","1","1428","[TCP Spurious Retransmission] 63834  >  57163 [ACK] Seq=1 Ack=203 Win=131136 Len=1428 TSval=3794890224 TSecr=805482054"
"1577","260.598379","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","203","0","[TCP Window Update] 57163  >  63834 [ACK] Seq=203 Ack=1529 Win=131072 Len=0 TSval=805482680 TSecr=3794889668 SLE=1 SRE=1429"
"1579","261.456081","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","1514","1","1428","[TCP Spurious Retransmission] 63834  >  57163 [ACK] Seq=1 Ack=203 Win=131136 Len=1428 TSval=3794890929 TSecr=805482054"
"1580","261.456141","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","203","0","[TCP Dup ACK 1573#1] 57163  >  63834 [ACK] Seq=203 Ack=1529 Win=131072 Len=0 TSval=805483537 TSecr=3794889668 SLE=1 SRE=1429"
"1583","262.460039","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","214","1529","128","Server Key Exchange, Server Hello Done"
"1584","262.460113","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57163  >  63834 [ACK] Seq=203 Ack=1657 Win=130944 Len=0 TSval=805484540 TSecr=3794891700"
"1585","262.488346","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","128","203","42","Client Key Exchange"
"1586","262.499865","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","214","1529","128","[TCP Spurious Retransmission] 63834  >  57163 [PSH, ACK] Seq=1529 Ack=203 Win=131136 Len=128 TSval=3794891900 TSecr=805483537"
"1587","262.499957","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","189","245","91","Change Cipher Spec, Encrypted Handshake Message"
"1588","262.622785","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1657","0","63834  >  57163 [ACK] Seq=1657 Ack=245 Win=131072 Len=0 TSval=3794892205 TSecr=805484567"
"1589","262.629371","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1657","0","63834  >  57163 [ACK] Seq=1657 Ack=336 Win=131008 Len=0 TSval=3794892262 TSecr=805484578"
"1590","262.649128","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","92","1657","6","Change Cipher Spec"
"1591","262.649186","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57163  >  63834 [ACK] Seq=336 Ack=1663 Win=131008 Len=0 TSval=805484725 TSecr=3794892263"
"1592","262.742004","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","1663","85","Encrypted Handshake Message"
"1593","262.742074","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57163  >  63834 [ACK] Seq=336 Ack=1748 Win=130944 Len=0 TSval=805484817 TSecr=3794892335"
"1594","262.808018","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","187","336","101","Application Data"
