"No.","Time","Source","Destination","Protocol","Length","Sequence Number","TCP Segment Len","Info"
"1011","176.006366","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","55460  >  15118 Len=10"
"1012","176.171846","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  55460 Len=28"
"1013","176.642113","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  55460 Len=28"
"1014","177.186931","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","0","0","57076  >  60645 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=803716281 TSecr=0 SACK_PERM=1"
"1016","177.951950","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","98","0","0","60645  >  57076 [SYN, ACK, ECN] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=508416620 TSecr=803716281 SACK_PERM=1"
"1017","177.952057","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","1","0","57076  >  60645 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=803717046 TSecr=508416620"
"1018","178.004513","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","288","1","202","Client Hello"
"1019","178.065075","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","98","0","0","[TCP Out-Of-Order] 60645  >  57076 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=508416721 TSecr=803716281 SACK_PERM=1"
"1020","178.065081","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","98","0","0","[TCP Out-Of-Order] 60645  >  57076 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=508416922 TSecr=803716281 SACK_PERM=1"
"1021","178.065169","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","[TCP Dup ACK 1017#1] 57076  >  60645 [ACK] Seq=203 Ack=1 Win=131328 Len=0 TSval=803717158 TSecr=508416620"
"1022","178.065169","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","[TCP Dup ACK 1017#2] 57076  >  60645 [ACK] Seq=203 Ack=1 Win=131328 Len=0 TSval=803717158 TSecr=508416620"
"1023","178.120879","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","98","0","0","[TCP Out-Of-Order] 60645  >  57076 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=508417323 TSecr=803716281 SACK_PERM=1"
"1024","178.120986","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","[TCP Dup ACK 1017#3] 57076  >  60645 [ACK] Seq=203 Ack=1 Win=131328 Len=0 TSval=803717213 TSecr=508416620"
"1025","178.348215","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1","0","[TCP Window Update] 60645  >  57076 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=508417609 TSecr=803717046"
"1027","178.477814","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1","0","60645  >  57076 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=508417624 TSecr=803717098"
"1028","178.477818","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","176","1","90","Server Hello"
"1029","178.477820","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","1514","91","1428","60645  >  57076 [ACK] Seq=91 Ack=203 Win=131136 Len=1428 TSval=508417634 TSecr=803717213 [TCP segment of a reassembled PDU]"
"1030","178.477821","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","96","1519","10","Certificate"
"1031","178.477949","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57076  >  60645 [ACK] Seq=203 Ack=91 Win=131264 Len=0 TSval=803717568 TSecr=508417634"
"1032","178.478041","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57076  >  60645 [ACK] Seq=203 Ack=1529 Win=129792 Len=0 TSval=803717568 TSecr=508417634"
"1033","178.804982","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","214","1529","128","Server Key Exchange, Server Hello Done"
"1034","178.805087","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57076  >  60645 [ACK] Seq=203 Ack=1657 Win=130944 Len=0 TSval=803717894 TSecr=508418014"
"1035","178.833065","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","128","203","42","Client Key Exchange"
"1036","178.944614","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1657","0","60645  >  57076 [ACK] Seq=1657 Ack=245 Win=131072 Len=0 TSval=508418144 TSecr=803717921"
"1037","178.944724","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","177","245","91","Change Cipher Spec, Encrypted Handshake Message"
"1038","179.061518","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1657","0","60645  >  57076 [ACK] Seq=1657 Ack=336 Win=131008 Len=0 TSval=508418274 TSecr=803718031"
"1039","179.066768","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","92","1657","6","Change Cipher Spec"
"1040","179.066887","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57076  >  60645 [ACK] Seq=336 Ack=1663 Win=131008 Len=0 TSval=803718152 TSecr=508418275"
"1044","181.314703","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","177","1657","91","[TCP Retransmission] 60645  >  57076 [PSH, ACK] Seq=1657 Ack=336 Win=131072 Len=91 TSval=508419914 TSecr=803718031"
"1045","181.314813","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","336","0","[TCP ACKed unseen segment] 57076  >  60645 [ACK] Seq=336 Ack=1748 Win=130944 Len=0 TSval=803720398 TSecr=508419914 SLE=1657 SRE=1663"
"1046","181.396123","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","187","336","101","Application Data"
"1047","181.580149","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1748","0","60645  >  57076 [ACK] Seq=1748 Ack=437 Win=130944 Len=0 TSval=508420760 TSecr=803720479"
"1048","181.586776","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","155","1748","69","Application Data"
"1049","181.586873","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","437","0","57076  >  60645 [ACK] Seq=437 Ack=1817 Win=130944 Len=0 TSval=803720669 TSecr=508420768"
"1050","181.745182","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","437","85","Application Data"
"1052","181.875722","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1817","0","60645  >  57076 [ACK] Seq=1817 Ack=522 Win=130944 Len=0 TSval=508421141 TSecr=803720827"
"1053","181.876158","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","187","1817","101","Application Data"
"1054","181.876226","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","522","0","57076  >  60645 [ACK] Seq=522 Ack=1918 Win=130944 Len=0 TSval=803720957 TSecr=508421148"
"1055","181.888461","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","522","85","Application Data"
"1056","181.984348","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","1918","0","60645  >  57076 [ACK] Seq=1918 Ack=607 Win=130944 Len=0 TSval=508421206 TSecr=803720969"
"1057","182.020284","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","251","1918","165","Application Data"
"1058","182.020385","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","607","0","57076  >  60645 [ACK] Seq=607 Ack=2083 Win=130880 Len=0 TSval=803721099 TSecr=508421213"
"1060","182.209919","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","607","85","Application Data"
"1061","182.610132","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","251","1918","165","[TCP Spurious Retransmission] 60645  >  57076 [PSH, ACK] Seq=1918 Ack=607 Win=131072 Len=165 TSval=508421765 TSecr=803720969"
"1062","182.610228","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","692","0","[TCP Dup ACK 1058#1] 57076  >  60645 [ACK] Seq=692 Ack=2083 Win=131072 Len=0 TSval=803721687 TSecr=508421765 SLE=1918 SRE=2083"
"1063","182.622303","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2083","0","60645  >  57076 [ACK] Seq=2083 Ack=692 Win=130944 Len=0 TSval=508421840 TSecr=803721288"
"1064","182.622307","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2083","85","Application Data"
"1065","182.622410","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","692","0","57076  >  60645 [ACK] Seq=692 Ack=2168 Win=130944 Len=0 TSval=803721699 TSecr=508421846"
"1066","183.251602","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","1514","692","1428","57076  >  60645 [ACK, CWR] Seq=692 Ack=2168 Win=131072 Len=1428 TSval=803722327 TSecr=508421846 [TCP segment of a reassembled PDU]"
"1067","183.251603","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","183","2120","97","Application Data"
"1070","184.023071","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2168","0","60645  >  57076 [ACK] Seq=2168 Ack=2120 Win=129600 Len=0 TSval=508422990 TSecr=803722327"
"1071","184.029854","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2168","0","60645  >  57076 [ACK] Seq=2168 Ack=2217 Win=129536 Len=0 TSval=508422990 TSecr=803722327"
"1072","184.029859","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","187","2168","101","Application Data"
"1073","184.029953","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2217","0","57076  >  60645 [ACK] Seq=2217 Ack=2269 Win=130944 Len=0 TSval=803723104 TSecr=508423028"
"1074","184.192924","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","459","2217","373","Application Data"
"1075","184.230988","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2269","0","60645  >  57076 [ACK] Seq=2269 Ack=2590 Win=130688 Len=0 TSval=508423497 TSecr=803723266"
"1076","184.241572","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2269","85","Application Data"
"1077","184.241693","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2590","0","57076  >  60645 [ACK] Seq=2590 Ack=2354 Win=130944 Len=0 TSval=803723313 TSecr=508423506"
"1078","184.262530","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","187","2590","101","Application Data"
"1079","184.276583","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2354","0","60645  >  57076 [ACK] Seq=2354 Ack=2691 Win=130944 Len=0 TSval=508423546 TSecr=803723333"
"1080","184.310626","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","491","2354","405","Application Data"
"1081","184.310726","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2691","0","57076  >  60645 [ACK] Seq=2691 Ack=2759 Win=130624 Len=0 TSval=803723381 TSecr=508423559"
"1082","184.422882","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2691","85","Application Data"
"1087","186.102755","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","171","2691","85","[TCP Retransmission] 57076  >  60645 [PSH, ACK] Seq=2691 Ack=2759 Win=131072 Len=85 TSval=803725172 TSecr=508423559"
"1089","186.186092","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2759","0","60645  >  57076 [ACK] Seq=2759 Ack=2776 Win=130944 Len=0 TSval=508425439 TSecr=803725172"
"1090","186.784738","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","2759","85","Application Data"
"1091","186.784811","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2776","0","57076  >  60645 [ACK] Seq=2776 Ack=2844 Win=130944 Len=0 TSval=803725853 TSecr=508425443"
"1092","186.792691","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2776","85","Application Data"
"1093","186.828740","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","171","2759","85","[TCP Spurious Retransmission] 60645  >  57076 [PSH, ACK] Seq=2759 Ack=2776 Win=131072 Len=85 TSval=508425960 TSecr=803725172"
"1094","186.828831","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","2861","0","[TCP Dup ACK 1091#1] 57076  >  60645 [ACK] Seq=2861 Ack=2844 Win=131072 Len=0 TSval=803725896 TSecr=508425960 SLE=2759 SRE=2844"
"1095","186.882615","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2844","0","60645  >  57076 [ACK] Seq=2844 Ack=2861 Win=130944 Len=0 TSval=508426150 TSecr=803725860"
"1096","186.883095","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","2844","117","Application Data"
"1097","186.883161","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2861","0","57076  >  60645 [ACK] Seq=2861 Ack=2961 Win=130944 Len=0 TSval=803725949 TSecr=508426156"
"1103","188.899012","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2861","85","Application Data"
"1112","190.293935","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","171","2861","85","[TCP Retransmission] 57076  >  60645 [PSH, ACK] Seq=2861 Ack=2961 Win=131072 Len=85 TSval=803729358 TSecr=508426156"
"1113","190.375138","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","2961","0","60645  >  57076 [ACK] Seq=2961 Ack=2946 Win=130944 Len=0 TSval=508429606 TSecr=803729358"
"1114","190.388257","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","2961","117","Application Data"
"1115","190.388321","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","2946","0","57076  >  60645 [ACK] Seq=2946 Ack=3078 Win=130944 Len=0 TSval=803729452 TSecr=508429612"
"1134","192.399891","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2946","85","Application Data"
"1135","192.432215","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3078","0","60645  >  57076 [ACK] Seq=3078 Ack=3031 Win=130944 Len=0 TSval=508431699 TSecr=803731461"
"1136","192.432687","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3078","117","Application Data"
"1137","192.432762","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3031","0","57076  >  60645 [ACK] Seq=3031 Ack=3195 Win=130944 Len=0 TSval=803731492 TSecr=508431705"
"1142","194.444431","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3031","85","Application Data"
"1143","194.572754","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3195","0","60645  >  57076 [ACK] Seq=3195 Ack=3116 Win=130944 Len=0 TSval=508433841 TSecr=803733503"
"1144","194.573346","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3195","117","Application Data"
"1145","194.573405","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3116","0","57076  >  60645 [ACK] Seq=3116 Ack=3312 Win=130944 Len=0 TSval=803733631 TSecr=508433847"
"1150","195.366733","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","203","3195","117","[TCP Spurious Retransmission] 60645  >  57076 [PSH, ACK] Seq=3195 Ack=3116 Win=131072 Len=117 TSval=508434332 TSecr=803733503"
"1151","195.366798","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3116","0","[TCP Window Update] 57076  >  60645 [ACK] Seq=3116 Ack=3312 Win=131072 Len=0 TSval=803734423 TSecr=508434332 SLE=3195 SRE=3312"
"1153","196.587406","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3116","85","Application Data"
"1154","196.637668","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3312","0","60645  >  57076 [ACK] Seq=3312 Ack=3201 Win=130944 Len=0 TSval=508435912 TSecr=803735642"
"1155","196.651647","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3312","117","Application Data"
"1156","196.651700","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3201","0","57076  >  60645 [ACK] Seq=3201 Ack=3429 Win=130944 Len=0 TSval=803735705 TSecr=508435919"
"1158","198.664624","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3201","85","Application Data"
"1159","198.682081","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3429","0","60645  >  57076 [ACK] Seq=3429 Ack=3286 Win=130944 Len=0 TSval=508437960 TSecr=803737717"
"1160","198.737999","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3429","117","Application Data"
"1161","198.738071","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3286","0","57076  >  60645 [ACK] Seq=3286 Ack=3546 Win=130944 Len=0 TSval=803737789 TSecr=508437966"
"1163","200.751268","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3286","85","Application Data"
"1164","200.775077","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3546","0","60645  >  57076 [ACK] Seq=3546 Ack=3371 Win=130944 Len=0 TSval=508440048 TSecr=803739800"
"1165","200.779002","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3546","117","Application Data"
"1166","200.779109","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3371","0","57076  >  60645 [ACK] Seq=3371 Ack=3663 Win=130944 Len=0 TSval=803739826 TSecr=508440055"
"1176","202.790725","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3371","85","Application Data"
"1177","202.880550","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3663","0","60645  >  57076 [ACK] Seq=3663 Ack=3456 Win=130944 Len=0 TSval=508442159 TSecr=803741837"
"1178","202.926834","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3663","117","Application Data"
"1179","202.926902","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3456","0","57076  >  60645 [ACK] Seq=3456 Ack=3780 Win=130944 Len=0 TSval=803741972 TSecr=508442166"
"1182","204.937304","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3456","85","Application Data"
"1183","205.018691","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3780","0","60645  >  57076 [ACK] Seq=3780 Ack=3541 Win=130944 Len=0 TSval=508444271 TSecr=803743981"
"1184","205.026583","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3780","117","Application Data"
"1185","205.026639","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3541","0","57076  >  60645 [ACK] Seq=3541 Ack=3897 Win=130944 Len=0 TSval=803744069 TSecr=508444279"
"1190","207.040277","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3541","85","Application Data"
"1191","207.096670","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","3897","0","60645  >  57076 [ACK] Seq=3897 Ack=3626 Win=130944 Len=0 TSval=508446369 TSecr=803746080"
"1192","207.149747","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","3897","117","Application Data"
"1193","207.149894","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3626","0","57076  >  60645 [ACK] Seq=3626 Ack=4014 Win=130944 Len=0 TSval=803746189 TSecr=508446375"
"1196","209.161216","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3626","85","Application Data"
"1197","209.169068","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4014","0","60645  >  57076 [ACK] Seq=4014 Ack=3711 Win=130944 Len=0 TSval=508448448 TSecr=803748199"
"1199","209.207808","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","203","4014","117","Application Data"
"1200","209.207884","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3711","0","57076  >  60645 [ACK] Seq=3711 Ack=4131 Win=130944 Len=0 TSval=803748244 TSecr=508448455"
"1201","209.215728","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3711","85","Application Data"
"1202","209.330860","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4131","0","60645  >  57076 [ACK] Seq=4131 Ack=3796 Win=130944 Len=0 TSval=508448550 TSecr=803748251"
"1203","209.343970","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","4131","85","Application Data"
"1204","209.344047","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3796","0","57076  >  60645 [ACK] Seq=3796 Ack=4216 Win=130944 Len=0 TSval=803748378 TSecr=508448557"
"1205","209.350610","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3796","85","Application Data"
"1206","209.376874","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4216","0","60645  >  57076 [ACK] Seq=4216 Ack=3881 Win=130944 Len=0 TSval=508448657 TSecr=803748384"
"1207","209.388038","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TLSv1.2","171","4216","85","Application Data"
"1208","209.388142","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3881","0","57076  >  60645 [ACK] Seq=3881 Ack=4301 Win=130944 Len=0 TSval=803748421 TSecr=508448662"
"1209","209.408762","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TLSv1.2","155","3881","69","Encrypted Alert"
"1210","209.409689","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","86","3950","0","57076  >  60645 [FIN, ACK] Seq=3950 Ack=4301 Win=131072 Len=0 TSval=803748441 TSecr=508448662"
"1211","209.469244","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4301","0","60645  >  57076 [ACK] Seq=4301 Ack=3950 Win=130944 Len=0 TSval=508448739 TSecr=803748441"
"1212","209.470611","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4301","0","60645  >  57076 [ACK] Seq=4301 Ack=3951 Win=130944 Len=0 TSval=508448739 TSecr=803748441"
"1219","214.909790","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","86","4370","0","[TCP Previous segment not captured] 60645  >  57076 [FIN, ACK] Seq=4370 Ack=3951 Win=130944 Len=0 TSval=508453668 TSecr=803748441"
"1220","214.909794","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","74","4371","0","60645  >  57076 [RST, ACK] Seq=4371 Ack=3951 Win=130944 Len=0"
"1221","214.909886","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3951","0","[TCP Dup ACK 1208#1] 57076  >  60645 [ACK] Seq=3951 Ack=4301 Win=131072 Len=0 TSval=803753938 TSecr=508448739 SLE=4370 SRE=4371"
"1222","214.909887","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","3951","0","[TCP Dup ACK 1208#2] 57076  >  60645 [ACK] Seq=3951 Ack=4301 Win=131072 Len=0 TSval=803753938 TSecr=508448739 SLE=4370 SRE=4371"
"1223","215.649167","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","TCP","74","4301","0","60645  >  57076 [RST] Seq=4301 Win=0 Len=0"
"1234","219.358085","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","49775  >  15118 Len=10"
"1235","219.615050","fe80::4e9:7ecb:78c2:fe8e","ff02::1","UDP","72","","","49775  >  15118 Len=10"
"1236","219.673706","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  49775 Len=28"
"1237","220.248228","fe80::aa:1623:2a4e:a858","fe80::4e9:7ecb:78c2:fe8e","UDP","90","","","15118  >  49775 Len=28"
"1239","220.805319","fe80::4e9:7ecb:78c2:fe8e","fe80::aa:1623:2a4e:a858","TCP","98","0","0","57077  >  60645 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=803759828 TSecr=0 SACK_PERM=1"
