"No.","Time","Source","Destination","Protocol","Length","Sequence Number","TCP Segment Len","Info"
"2385","100.661682","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","98","0","0","57653  >  64036 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=373711655 TSecr=0 SACK_PERM=1"
"2391","100.725958","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","98","0","0","64036  >  57653 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=3778459865 TSecr=373711655 SACK_PERM=1"
"2392","100.726021","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","1","0","57653  >  64036 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=373711719 TSecr=3778459865"
"2393","100.730355","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1","0","[TCP Window Update] 64036  >  57653 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=3778459872 TSecr=373711719"
"2397","100.763359","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","288","1","202","Client Hello"
"2398","100.770756","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1","0","64036  >  57653 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=3778459912 TSecr=373711756"
"2399","100.784229","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","176","1","90","Server Hello"
"2400","100.784303","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57653  >  64036 [ACK] Seq=203 Ack=91 Win=131264 Len=0 TSval=373711777 TSecr=3778459922"
"2401","100.786698","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","1514","91","1428","64036  >  57653 [ACK] Seq=91 Ack=203 Win=131136 Len=1428 TSval=3778459922 TSecr=373711756 [TCP segment of a reassembled PDU]"
"2402","100.786699","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","96","1519","10","Certificate"
"2403","100.786894","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57653  >  64036 [ACK] Seq=203 Ack=1529 Win=129792 Len=0 TSval=373711780 TSecr=3778459922"
"2404","100.791090","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","216","1529","130","Server Key Exchange, Server Hello Done"
"2405","100.791219","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57653  >  64036 [ACK] Seq=203 Ack=1659 Win=130880 Len=0 TSval=373711784 TSecr=3778459932"
"2406","100.852649","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","128","203","42","Client Key Exchange"
"2407","100.857102","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1659","0","64036  >  57653 [ACK] Seq=1659 Ack=245 Win=131072 Len=0 TSval=3778459998 TSecr=373711846"
"2408","100.863337","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","92","245","6","Change Cipher Spec"
"2409","100.867696","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1659","0","64036  >  57653 [ACK] Seq=1659 Ack=251 Win=131072 Len=0 TSval=3778460009 TSecr=373711856"
"2410","100.867766","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","251","85","Encrypted Handshake Message"
"2411","100.871920","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1659","0","64036  >  57653 [ACK] Seq=1659 Ack=336 Win=131008 Len=0 TSval=3778460013 TSecr=373711861"
"2412","100.874343","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","92","1659","6","Change Cipher Spec"
"2413","100.874395","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57653  >  64036 [ACK] Seq=336 Ack=1665 Win=131008 Len=0 TSval=373711868 TSecr=3778460015"
"2414","100.879070","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","1665","85","Encrypted Handshake Message"
"2415","100.879143","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57653  >  64036 [ACK] Seq=336 Ack=1750 Win=130944 Len=0 TSval=373711872 TSecr=3778460020"
"2416","100.937703","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","187","336","101","Application Data"
"2417","100.943136","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1750","0","64036  >  57653 [ACK] Seq=1750 Ack=437 Win=130944 Len=0 TSval=3778460084 TSecr=373711931"
"2418","100.953189","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","155","1750","69","Application Data"
"2419","100.953296","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","437","0","57653  >  64036 [ACK] Seq=437 Ack=1819 Win=130944 Len=0 TSval=373711946 TSecr=3778460094"
"2420","101.077055","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","437","85","Application Data"
"2421","101.083160","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1819","0","64036  >  57653 [ACK] Seq=1819 Ack=522 Win=130944 Len=0 TSval=3778460224 TSecr=373712070"
"2422","101.089823","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","187","1819","101","Application Data"
"2423","101.089880","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","522","0","57653  >  64036 [ACK] Seq=522 Ack=1920 Win=130944 Len=0 TSval=373712083 TSecr=3778460231"
"2424","101.098434","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","522","85","Application Data"
"2425","101.102824","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1920","0","64036  >  57653 [ACK] Seq=1920 Ack=607 Win=130944 Len=0 TSval=3778460244 TSecr=373712092"
"2426","101.110316","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","251","1920","165","Application Data"
"2427","101.110398","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","607","0","57653  >  64036 [ACK] Seq=607 Ack=2085 Win=130880 Len=0 TSval=373712104 TSecr=3778460252"
"2428","101.430947","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","607","85","Application Data"
"2431","101.545923","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2085","0","64036  >  57653 [ACK] Seq=2085 Ack=692 Win=130944 Len=0 TSval=3778460684 TSecr=373712424"
"2432","101.549686","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","2085","85","Application Data"
"2433","101.549741","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","692","0","57653  >  64036 [ACK] Seq=692 Ack=2170 Win=130944 Len=0 TSval=373712543 TSecr=3778460691"
"2434","101.900376","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","1514","692","1428","57653  >  64036 [ACK] Seq=692 Ack=2170 Win=131072 Len=1428 TSval=373712893 TSecr=3778460691 [TCP segment of a reassembled PDU]"
"2435","101.900870","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","183","2120","97","Application Data"
"2438","101.954806","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2170","0","64036  >  57653 [ACK] Seq=2170 Ack=2217 Win=129536 Len=0 TSval=3778461094 TSecr=373712893"
"2439","101.992286","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","187","2170","101","Application Data"
"2440","101.992350","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2217","0","57653  >  64036 [ACK] Seq=2217 Ack=2271 Win=130944 Len=0 TSval=373712985 TSecr=3778461134"
"2443","102.175021","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","459","2217","373","Application Data"
"2444","102.179973","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2271","0","64036  >  57653 [ACK] Seq=2271 Ack=2590 Win=130688 Len=0 TSval=3778461321 TSecr=373713168"
"2445","102.189524","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","2271","85","Application Data"
"2446","102.189629","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2590","0","57653  >  64036 [ACK] Seq=2590 Ack=2356 Win=130944 Len=0 TSval=373713183 TSecr=3778461331"
"2447","102.207351","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","187","2590","101","Application Data"
"2448","102.212698","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2356","0","64036  >  57653 [ACK] Seq=2356 Ack=2691 Win=130944 Len=0 TSval=3778461354 TSecr=373713200"
"2449","102.222034","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","491","2356","405","Application Data"
"2450","102.222106","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2691","0","57653  >  64036 [ACK] Seq=2691 Ack=2761 Win=130624 Len=0 TSval=373713215 TSecr=3778461363"
"2453","102.383191","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2691","85","Application Data"
"2454","102.388730","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2761","0","64036  >  57653 [ACK] Seq=2761 Ack=2776 Win=130944 Len=0 TSval=3778461530 TSecr=373713376"
"2455","102.394915","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","2761","85","Application Data"
"2456","102.394963","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2776","0","57653  >  64036 [ACK] Seq=2776 Ack=2846 Win=130944 Len=0 TSval=373713388 TSecr=3778461536"
"2457","102.400085","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2776","85","Application Data"
"2458","102.405859","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2846","0","64036  >  57653 [ACK] Seq=2846 Ack=2861 Win=130944 Len=0 TSval=3778461547 TSecr=373713393"
"2459","102.409666","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","2846","117","Application Data"
"2460","102.409764","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2861","0","57653  >  64036 [ACK] Seq=2861 Ack=2963 Win=130944 Len=0 TSval=373713403 TSecr=3778461551"
"2481","104.428472","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2861","85","Application Data"
"2484","104.516802","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","2963","0","64036  >  57653 [ACK] Seq=2963 Ack=2946 Win=130944 Len=0 TSval=3778463658 TSecr=373715422"
"2485","104.524408","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","2963","117","Application Data"
"2486","104.524513","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","2946","0","57653  >  64036 [ACK] Seq=2946 Ack=3080 Win=130944 Len=0 TSval=373715518 TSecr=3778463664"
"2492","106.542434","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","2946","85","Application Data"
"2503","106.665368","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3080","0","64036  >  57653 [ACK] Seq=3080 Ack=3031 Win=130944 Len=0 TSval=3778465805 TSecr=373717535"
"2504","106.670537","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3080","117","Application Data"
"2505","106.670642","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3031","0","57653  >  64036 [ACK] Seq=3031 Ack=3197 Win=130944 Len=0 TSval=373717664 TSecr=3778465812"
"2532","108.689134","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3031","85","Application Data"
"2533","108.713486","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3197","0","64036  >  57653 [ACK] Seq=3197 Ack=3116 Win=130944 Len=0 TSval=3778467853 TSecr=373719682"
"2534","108.720764","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3197","117","Application Data"
"2535","108.720828","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3116","0","57653  >  64036 [ACK] Seq=3116 Ack=3314 Win=130944 Len=0 TSval=373719713 TSecr=3778467861"
"2564","110.737277","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3116","85","Application Data"
"2565","110.773088","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3314","0","64036  >  57653 [ACK] Seq=3314 Ack=3201 Win=130944 Len=0 TSval=3778469907 TSecr=373721730"
"2566","110.782917","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3314","117","Application Data"
"2567","110.782998","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3201","0","57653  >  64036 [ACK] Seq=3201 Ack=3431 Win=130944 Len=0 TSval=373721776 TSecr=3778469915"
"2592","112.801852","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3201","85","Application Data"
"2595","112.910602","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3431","0","64036  >  57653 [ACK] Seq=3431 Ack=3286 Win=130944 Len=0 TSval=3778472052 TSecr=373723795"
"2596","112.916598","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3431","117","Application Data"
"2597","112.916698","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3286","0","57653  >  64036 [ACK] Seq=3286 Ack=3548 Win=130944 Len=0 TSval=373723910 TSecr=3778472059"
"2614","114.930732","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3286","85","Application Data"
"2615","114.958705","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3548","0","64036  >  57653 [ACK] Seq=3548 Ack=3371 Win=130944 Len=0 TSval=3778474100 TSecr=373725924"
"2616","114.966138","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3548","117","Application Data"
"2617","114.966218","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3371","0","57653  >  64036 [ACK] Seq=3371 Ack=3665 Win=130944 Len=0 TSval=373725959 TSecr=3778474109"
"2643","116.979466","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3371","85","Application Data"
"2644","116.982431","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3665","0","64036  >  57653 [ACK] Seq=3665 Ack=3456 Win=130944 Len=0 TSval=3778476125 TSecr=373727972"
"2645","116.989194","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3665","117","Application Data"
"2646","116.989300","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3456","0","57653  >  64036 [ACK] Seq=3456 Ack=3782 Win=130944 Len=0 TSval=373727982 TSecr=3778476132"
"2662","119.002574","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3456","85","Application Data"
"2663","119.011266","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3782","0","64036  >  57653 [ACK] Seq=3782 Ack=3541 Win=130944 Len=0 TSval=3778478154 TSecr=373729995"
"2664","119.018100","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3782","117","Application Data"
"2665","119.018213","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3541","0","57653  >  64036 [ACK] Seq=3541 Ack=3899 Win=130944 Len=0 TSval=373730011 TSecr=3778478161"
"2686","121.033674","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3541","85","Application Data"
"2687","121.103836","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","3899","0","64036  >  57653 [ACK] Seq=3899 Ack=3626 Win=130944 Len=0 TSval=3778480244 TSecr=373732026"
"2688","121.108633","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","3899","117","Application Data"
"2689","121.108745","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3626","0","57653  >  64036 [ACK] Seq=3626 Ack=4016 Win=130944 Len=0 TSval=373732101 TSecr=3778480251"
"2709","123.122367","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3626","85","Application Data"
"2710","123.153141","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4016","0","64036  >  57653 [ACK] Seq=4016 Ack=3711 Win=130944 Len=0 TSval=3778482295 TSecr=373734115"
"2711","123.159363","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","203","4016","117","Application Data"
"2712","123.159432","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3711","0","57653  >  64036 [ACK] Seq=3711 Ack=4133 Win=130944 Len=0 TSval=373734152 TSecr=3778482301"
"2713","123.167179","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3711","85","Application Data"
"2714","123.172762","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4133","0","64036  >  57653 [ACK] Seq=4133 Ack=3796 Win=130944 Len=0 TSval=3778482314 TSecr=373734160"
"2715","123.179473","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","4133","85","Application Data"
"2716","123.179607","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3796","0","57653  >  64036 [ACK] Seq=3796 Ack=4218 Win=130944 Len=0 TSval=373734172 TSecr=3778482321"
"2717","123.187656","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","3796","85","Application Data"
"2718","123.191518","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4218","0","64036  >  57653 [ACK] Seq=4218 Ack=3881 Win=130944 Len=0 TSval=3778482333 TSecr=373734180"
"2719","123.195479","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","4218","85","Application Data"
"2720","123.195565","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3881","0","57653  >  64036 [ACK] Seq=3881 Ack=4303 Win=130944 Len=0 TSval=373734188 TSecr=3778482337"
"2721","123.225655","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","155","3881","69","Encrypted Alert"
"2722","123.226048","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","3950","0","57653  >  64036 [FIN, ACK] Seq=3950 Ack=4303 Win=131072 Len=0 TSval=373734218 TSecr=3778482337"
"2723","123.229697","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4303","0","64036  >  57653 [ACK] Seq=4303 Ack=3950 Win=130944 Len=0 TSval=3778482371 TSecr=373734218"
"2724","123.229698","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4303","0","64036  >  57653 [ACK] Seq=4303 Ack=3951 Win=130944 Len=0 TSval=3778482371 TSecr=373734218"
"2957","128.203149","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","155","4303","69","Encrypted Alert"
"2958","128.203150","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","4372","0","64036  >  57653 [FIN, ACK] Seq=4372 Ack=3951 Win=130944 Len=0 TSval=3778487338 TSecr=373734218"
"2959","128.203151","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","74","4373","0","64036  >  57653 [RST, ACK] Seq=4373 Ack=3951 Win=130944 Len=0"
"2960","128.203318","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","57653  >  64036 [RST] Seq=3951 Win=0 Len=0"
"2961","128.203442","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","74","3951","0","57653  >  64036 [RST] Seq=3951 Win=0 Len=0"
"3016","129.630611","fe80::14d5:83a5:43c7:5ce8","ff02::1","UDP","72","","","56257  >  15118 Len=10"
"3023","129.706512","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","UDP","90","","","15118  >  56257 Len=28"
"3026","130.181033","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","98","0","0","57656  >  64036 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=3372942572 TSecr=0 SACK_PERM=1"
"3027","130.217402","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","98","0","0","64036  >  57656 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=3005234807 TSecr=3372942572 SACK_PERM=1"
"3028","130.217463","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","1","0","57656  >  64036 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=3372942608 TSecr=3005234807"
"3029","130.221713","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1","0","[TCP Window Update] 64036  >  57656 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=3005234813 TSecr=3372942608"
"3030","130.269527","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","288","1","202","Client Hello"
"3031","130.273560","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1","0","64036  >  57656 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=3005234865 TSecr=3372942660"
"3032","130.284833","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","176","1","90","Server Hello"
"3033","130.284937","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57656  >  64036 [ACK] Seq=203 Ack=91 Win=131264 Len=0 TSval=3372942675 TSecr=3005234876"
"3034","130.284976","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","1514","91","1428","64036  >  57656 [ACK] Seq=91 Ack=203 Win=131136 Len=1428 TSval=3005234876 TSecr=3372942660 [TCP segment of a reassembled PDU]"
"3035","130.284977","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","96","1519","10","Certificate"
"3036","130.285050","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57656  >  64036 [ACK] Seq=203 Ack=1529 Win=129792 Len=0 TSval=3372942675 TSecr=3005234876"
"3037","130.288788","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","215","1529","129","Server Key Exchange, Server Hello Done"
"3038","130.288918","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","203","0","57656  >  64036 [ACK] Seq=203 Ack=1658 Win=129664 Len=0 TSval=3372942679 TSecr=3005234880"
"3039","130.345306","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","128","203","42","Client Key Exchange"
"3040","130.349325","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1658","0","64036  >  57656 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=3005234941 TSecr=3372942736"
"3041","130.355779","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","92","245","6","Change Cipher Spec"
"3042","130.360022","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1658","0","64036  >  57656 [ACK] Seq=1658 Ack=251 Win=131072 Len=0 TSval=3005234952 TSecr=3372942746"
"3043","130.360092","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","171","251","85","Encrypted Handshake Message"
"3044","130.365316","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1658","0","64036  >  57656 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=3005234957 TSecr=3372942751"
"3045","130.365400","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","92","1658","6","Change Cipher Spec"
"3046","130.365453","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57656  >  64036 [ACK] Seq=336 Ack=1664 Win=131008 Len=0 TSval=3372942756 TSecr=3005234958"
"3047","130.370228","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","171","1664","85","Encrypted Handshake Message"
"3048","130.370287","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","336","0","57656  >  64036 [ACK] Seq=336 Ack=1749 Win=130944 Len=0 TSval=3372942761 TSecr=3005234962"
"3049","130.421788","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TLSv1.2","187","336","101","Application Data"
"3050","130.425680","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TCP","86","1749","0","64036  >  57656 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=3005235017 TSecr=3372942812"
"3051","130.429810","fe80::aa:1623:2a4e:a858","fe80::14d5:83a5:43c7:5ce8","TLSv1.2","155","1749","69","Application Data"
"3052","130.429875","fe80::14d5:83a5:43c7:5ce8","fe80::aa:1623:2a4e:a858","TCP","86","437","0","57656  >  64036 [ACK] Seq=437 Ack=1818 Win=130944 Len=0 TSval=3372942820 TSecr=3005235021"
