"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","Traffic Class","Info"
"569","88.494014444","0.048153925","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","0x00","Server Key Exchange, Server Hello Done"
"570","88.494033546","0.000019102","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0x00","36620  >  58226 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=911919496 TSecr=1839566711"
"571","88.506199666","0.012166120","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","0x00","Client Key Exchange"
"572","88.702526942","0.196327276","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0x00","58226  >  36620 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=1839566770 TSecr=911919508"
"573","88.702546755","0.000019813","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","0x00","Change Cipher Spec, Encrypted Handshake Message"
"574","88.719405706","0.016858951","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0x00","58226  >  36620 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=1839566953 TSecr=911919704"
"575","88.719420736","0.000015030","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","0x00","Change Cipher Spec"
"576","88.760474507","0.041053771","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0x00","36620  >  58226 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=911919762 TSecr=1839566956"
"577","89.509004922","0.748530415","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","177","1658","336","0x00","[TCP Retransmission] 58226  >  36620 [PSH, ACK] Seq=1658 Ack=336 Win=131072 Len=91 TSval=1839567609 TSecr=911919704"
"578","89.509026728","0.000021806","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","336","1749","0x00","[TCP ACKed unseen segment] 36620  >  58226 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=911920511 TSecr=1839567609 SLE=1658 SRE=1664"
"579","89.539391076","0.030364348","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","0x00","Application Data"
"580","89.773289455","0.233898379","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0x00","58226  >  36620 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=1839567833 TSecr=911920541"
"581","89.776546732","0.003257277","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","0x00","Application Data"
"582","89.820069147","0.043522415","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0x00","36620  >  58226 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=911920822 TSecr=1839567841"
"583","89.829934587","0.009865440","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","0x00","Application Data"
"584","89.912687760","0.082753173","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","155","1749","437","0x00","[TCP Spurious Retransmission] 58226  >  36620 [PSH, ACK] Seq=1749 Ack=437 Win=131072 Len=69 TSval=1839568072 TSecr=911920541"
"585","89.912706002","0.000018242","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","522","1818","0x00","[TCP Dup ACK 582#1] 36620  >  58226 [ACK] Seq=522 Ack=1818 Win=64128 Len=0 TSval=911920914 TSecr=1839568072 SLE=1749 SRE=1818"
"586","89.917827706","0.005121704","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0x00","58226  >  36620 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=1839568155 TSecr=911920831"
"587","89.923029910","0.005202204","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","0x00","Application Data"
"588","89.923050751","0.000020841","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0x00","36620  >  58226 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=911920925 TSecr=1839568162"
"589","89.927869527","0.004818776","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","0x00","Application Data"
"590","89.954061478","0.026191951","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0x00","58226  >  36620 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=1839568183 TSecr=911920929"
"591","89.975405942","0.021344464","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","0x00","Application Data"
"592","90.016085559","0.040679617","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0x00","36620  >  58226 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=911921018 TSecr=1839568190"
"593","90.019706349","0.003620790","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","0x00","Application Data"
"594","90.067361692","0.047655343","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0x00","58226  >  36620 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=1839568298 TSecr=911921021"
"595","90.069139349","0.001777657","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","0x00","Application Data"
"596","90.069198743","0.000059394","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0x00","36620  >  58226 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=911921071 TSecr=1839568304"
"597","90.193566109","0.124367366","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","0x00","36620  >  58226 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=911921195 TSecr=1839568304 [TCP segment of a reassembled PDU]"
"598","90.193581608","0.000015499","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","0x00","Application Data"
"599","90.222565978","0.028984370","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0x00","58226  >  36620 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=1839568444 TSecr=911921195"
"600","90.307399500","0.084833522","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","0x00","Application Data"
"601","90.307474574","0.000075074","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0x00","36620  >  58226 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=911921309 TSecr=1839568482"
"604","90.372864596","0.065390022","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","0x00","Application Data"
"605","90.413665875","0.040801279","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0x00","58226  >  36620 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=1839568638 TSecr=911921374"
"606","90.430401559","0.016735684","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","0x00","Application Data"
"607","90.430422232","0.000020673","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0x00","36620  >  58226 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=911921432 TSecr=1839568658"
"608","90.435929255","0.005507023","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","0x00","Application Data"
"609","90.691243979","0.255314724","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0x00","58226  >  36620 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=1839568728 TSecr=911921437"
"610","90.691310023","0.000066044","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","0x00","Application Data"
"611","90.732080866","0.040770843","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0x00","36620  >  58226 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=911921734 TSecr=1839568743"
"612","90.744565533","0.012484667","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","0x00","Application Data"
"613","90.784569278","0.040003745","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","491","2355","2691","0x00","[TCP Spurious Retransmission] 58226  >  36620 [PSH, ACK] Seq=2355 Ack=2691 Win=131072 Len=405 TSval=1839568991 TSecr=911921437"
"614","90.784636155","0.000066877","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","2776","2760","0x00","[TCP Dup ACK 611#1] 36620  >  58226 [ACK] Seq=2776 Ack=2760 Win=64128 Len=0 TSval=911921786 TSecr=1839568991 SLE=2355 SRE=2760"
"615","90.859035274","0.074399119","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0x00","58226  >  36620 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=1839569030 TSecr=911921746"
"616","90.859080243","0.000044969","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","0x00","Application Data"
"617","90.859116118","0.000035875","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0x00","36620  >  58226 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=911921861 TSecr=1839569036"
"618","90.862612915","0.003496797","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","0x00","Application Data"
"619","91.148870403","0.286257488","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0x00","58226  >  36620 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=1839569218 TSecr=911921864"
"620","91.148886210","0.000015807","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","0x00","Application Data"
"621","91.192085035","0.043198825","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0x00","36620  >  58226 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=911922194 TSecr=1839569222"
"622","93.155298879","1.963213844","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","0x00","Application Data"
"623","93.249518672","0.094219793","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0x00","58226  >  36620 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=1839571471 TSecr=911924157"
"624","93.249534038","0.000015366","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","0x00","Application Data"
"625","93.249546079","0.000012041","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0x00","36620  >  58226 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=911924251 TSecr=1839571478"
"626","95.255040561","2.005494482","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","0x00","Application Data"
"627","95.476140129","0.221099568","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0x00","58226  >  36620 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=1839573629 TSecr=911926257"
"628","95.476155300","0.000015171","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","0x00","Application Data"
"629","95.476167279","0.000011979","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0x00","36620  >  58226 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=911926478 TSecr=1839573636"
"630","97.481638067","2.005470788","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","0x00","Application Data"
"631","97.755961644","0.274323577","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0x00","58226  >  36620 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=1839575843 TSecr=911928483"
"633","97.784943624","0.028981980","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","0x00","Application Data"
"634","97.784965855","0.000022231","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0x00","36620  >  58226 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=911928787 TSecr=1839575850"
"636","99.790450242","2.005484387","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","0x00","Application Data"
"637","100.087768642","0.297318400","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0x00","58226  >  36620 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=1839578062 TSecr=911930792"
"638","100.087783809","0.000015167","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","0x00","Application Data"
"639","100.087796097","0.000012288","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0x00","36620  >  58226 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=911931090 TSecr=1839578068"
"641","102.092837155","2.005041058","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","0x00","Application Data"
"642","102.311694117","0.218856962","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0x00","58226  >  36620 [ACK] Seq=3430 Ack=3286 Win=130944 Len=0 TSval=1839580464 TSecr=911933095"
"643","102.311709470","0.000015353","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","0x00","Application Data"
"644","102.311721612","0.000012142","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0x00","36620  >  58226 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=911933313 TSecr=1839580471"
"645","102.315145983","0.003424371","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","0x00","Application Data"
"646","102.337316673","0.022170690","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0x00","58226  >  36620 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=1839580576 TSecr=911933317"
"647","102.348128890","0.010812217","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","0x00","Application Data"
"648","102.351724209","0.003595319","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","0x00","Application Data"
"649","102.378230761","0.026506552","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0x00","58226  >  36620 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=1839580616 TSecr=911933353"
"650","102.416603803","0.038373042","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","0x00","Application Data"
"651","102.424545387","0.007941584","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","0x00","Encrypted Alert"
"652","102.424596167","0.000050780","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0x00","36620  >  58226 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=911933426 TSecr=1839580621"
"653","102.463710801","0.039114634","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0x00","58226  >  36620 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=1839580683 TSecr=911933426"
"654","102.463725492","0.000014691","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0x00","58226  >  36620 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=1839580683 TSecr=911933426"
"657","107.526536056","5.062810564","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","0x00","Encrypted Alert"
"658","107.526552025","0.000015969","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0x00","36620  >  58226 [RST] Seq=3526 Win=0 Len=0"
"659","107.526564806","0.000012781","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0x00","58226  >  36620 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=1839585625 TSecr=911933426"
"660","107.526566805","0.000001999","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0x00","36620  >  58226 [RST] Seq=3526 Win=0 Len=0"
"661","107.526568480","0.000001675","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0x00","58226  >  36620 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"666","110.173227888","2.646659408","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","0x00","57951  >  15118 Len=10"
"667","110.425154713","0.251926825","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","0x00","57951  >  15118 Len=10"
"668","110.518080682","0.092925969","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","0x00","15118  >  57951 Len=28"
"669","110.828431604","0.310350922","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0x00","36622  >  58226 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=911941830 TSecr=0 WS=128"
"670","111.130323932","0.301892328","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0x00","58226  >  36622 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=239370184 TSecr=911941830 SACK_PERM=1"
"671","111.130350084","0.000026152","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0x00","36622  >  58226 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=911942132 TSecr=239370184"
"672","111.130360999","0.000010915","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0x00","[TCP Out-Of-Order] 58226  >  36622 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=239370286 TSecr=911941830 SACK_PERM=1"
"673","111.130362989","0.000001990","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0x00","[TCP Dup ACK 671#1] 36622  >  58226 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=911942132 TSecr=239370184"
"674","111.147009327","0.016646338","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","0x00","Client Hello"
"675","111.195961293","0.048951966","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0x00","[TCP Window Update] 58226  >  36622 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=239370384 TSecr=911942132"
"676","111.195972841","0.000011548","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0x00","58226  >  36622 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=239370384 TSecr=911942149"
"677","111.220426808","0.024453967","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","0x00","Server Hello"
"678","111.220445355","0.000018547","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0x00","36622  >  58226 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=911942222 TSecr=239370403"
"679","111.276713338","0.056267983","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","0x00","Certificate"
"680","111.276729861","0.000016523","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0x00","36622  >  58226 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=911942279 TSecr=239370403"
"681","111.346865589","0.070135728","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","0x00","Server Key Exchange, Server Hello Done"
"682","111.346884891","0.000019302","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0x00","36622  >  58226 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=911942349 TSecr=239370532"
"683","111.359543488","0.012658597","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","0x00","Client Key Exchange"
"684","111.406548154","0.047004666","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0x00","58226  >  36622 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=239370593 TSecr=911942361"
"685","111.406567990","0.000019836","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","0x00","Change Cipher Spec, Encrypted Handshake Message"
"686","111.412145399","0.005577409","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0x00","58226  >  36622 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=239370609 TSecr=911942409"
"687","111.623636133","0.211490734","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","0x00","Change Cipher Spec"
"688","111.664759109","0.041122976","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0x00","36622  >  58226 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=911942667 TSecr=239370611"
"689","111.760684724","0.095925615","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","0x00","Encrypted Handshake Message"
"690","111.760705667","0.000020943","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0x00","36622  >  58226 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=911942763 TSecr=239370944"
"691","111.789158861","0.028453194","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","0x00","Application Data"
"692","111.930834140","0.141675279","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0x00","58226  >  36622 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=239371027 TSecr=911942791"
"693","111.930962401","0.000128261","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","0x00","Application Data"
"694","111.972085267","0.041122866","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0x00","36622  >  58226 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=911942974 TSecr=239371035"
"695","111.988275155","0.016189888","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","0x00","Application Data"
"696","112.015148537","0.026873382","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0x00","58226  >  36622 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=239371191 TSecr=911942990"
"697","112.015167980","0.000019443","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","0x00","Application Data"
"698","112.015198173","0.000030193","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0x00","36622  >  58226 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=911943017 TSecr=239371198"
"699","112.019959615","0.004761442","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","0x00","Application Data"
"700","112.080226862","0.060267247","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0x00","58226  >  36622 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=239371246 TSecr=911943022"
"701","112.080245063","0.000018201","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","0x00","Application Data"
"702","112.124100888","0.043855825","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0x00","36622  >  58226 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=911943126 TSecr=239371254"
"703","112.128408612","0.004307724","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","0x00","Application Data"
"704","112.195774054","0.067365442","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0x00","58226  >  36622 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=239371382 TSecr=911943130"
"705","112.195792448","0.000018394","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","0x00","Application Data"
"706","112.195802688","0.000010240","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0x00","36622  >  58226 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=911943198 TSecr=239371389"
