"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Traffic Class","Info"
"458","67.400297378","0.000012352","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0x80","37240  >  49587 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=914133495 TSecr=111203673"
"459","67.403923363","0.003625985","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0x80","Application Data"
"460","67.423538241","0.019614878","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","0x80","49587  >  37240 [ACK] Seq=3547 Ack=3371 Win=130944 Len=0 TSval=111203886 TSecr=914133499"
"461","67.436294654","0.012756413","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","0x80","Application Data"
"462","67.439602567","0.003307913","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","0x80","Application Data"
"463","67.536165622","0.096563055","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","0x80","49587  >  37240 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=111203932 TSecr=914133534"
"464","67.536180513","0.000014891","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","0x80","Application Data"
"465","67.543968920","0.007788407","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","0x80","Encrypted Alert"
"466","67.544022982","0.000054062","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","0x80","37240  >  49587 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=914133639 TSecr=111203939"
"467","67.600443491","0.056420509","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","0x80","49587  >  37240 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=111204017 TSecr=914133639"
"468","67.600457398","0.000013907","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","0x80","49587  >  37240 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=111204017 TSecr=914133639"
"479","72.490711753","4.890254355","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","0x80","Encrypted Alert"
"480","72.490727860","0.000016107","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","37240  >  49587 [RST] Seq=3526 Win=0 Len=0"
"481","72.490742486","0.000014626","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","0x80","49587  >  37240 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=111208945 TSecr=914133639"
"482","72.490744394","0.000001908","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","37240  >  49587 [RST] Seq=3526 Win=0 Len=0"
"483","72.490746129","0.000001735","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","0x80","49587  >  37240 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"486","75.331867865","2.841121736","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0x80","57700  >  15118 Len=10"
"487","75.426011450","0.094143585","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0x80","15118  >  57700 Len=28"
"488","75.741487952","0.315476502","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","0x00","37242  >  49587 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=914141836 TSecr=0 WS=128"
"489","75.828038589","0.086550637","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","49587  >  37242 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=3034304063 TSecr=914141836 SACK_PERM=1"
"490","75.828067619","0.000029030","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","37242  >  49587 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=914141923 TSecr=3034304063"
"491","75.847421284","0.019353665","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","0x80","Client Hello"
"492","75.906319041","0.058897757","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","0x00","[TCP Window Update] 49587  >  37242 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=3034304110 TSecr=914141923"
"493","75.922477597","0.016158556","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","0x80","49587  >  37242 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=3034304153 TSecr=914141942"
"494","75.922498599","0.000021002","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","0x80","Server Hello"
"495","75.922511833","0.000013234","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","0x80","37242  >  49587 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=914142017 TSecr=3034304164"
"496","75.922862798","0.000350965","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","0x80","Certificate"
"497","75.922867769","0.000004971","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","0x80","37242  >  49587 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=914142018 TSecr=3034304164"
"498","75.929063254","0.006195485","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","0x80","Server Key Exchange, Server Hello Done"
"499","75.929084017","0.000020763","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","0x80","37242  >  49587 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=914142024 TSecr=3034304172"
"500","75.967718477","0.038634460","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","0x80","Client Key Exchange"
"501","76.211174339","0.243455862","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","0x80","49587  >  37242 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=3034304244 TSecr=914142062"
"502","76.211198658","0.000024319","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","0x80","Change Cipher Spec, Encrypted Handshake Message"
"503","76.402230489","0.191031831","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","0x80","49587  >  37242 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=3034304569 TSecr=914142306"
"504","76.402245965","0.000015476","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","0x80","Change Cipher Spec"
"505","76.444164834","0.041918869","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","0x80","37242  >  49587 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=914142539 TSecr=3034304572"
"506","76.488434477","0.044269643","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","0x80","Encrypted Handshake Message"
"507","76.488456468","0.000021991","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","0x80","37242  >  49587 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=914142583 TSecr=3034304699"
"508","76.516170512","0.027714044","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","0x80","Application Data"
"509","76.577672894","0.061502382","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","0x80","49587  >  37242 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=3034304788 TSecr=914142611"
"510","76.612069606","0.034396712","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","0x80","Application Data"
"511","76.655783302","0.043713696","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","0x80","37242  >  49587 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=914142750 TSecr=3034304797"
"512","76.666245775","0.010462473","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","0x80","Application Data"
"513","76.739635546","0.073389771","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","0x80","49587  >  37242 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=3034304915 TSecr=914142761"
"514","76.739696463","0.000060917","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0x80","Application Data"
"515","76.739747941","0.000051478","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0x80","37242  >  49587 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=914142834 TSecr=3034304922"
"516","76.745141898","0.005393957","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0x80","Application Data"
"517","76.775688573","0.030546675","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","0x80","49587  >  37242 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=3034305011 TSecr=914142840"
"518","76.815822434","0.040133861","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","0x80","Application Data"
"519","76.859405350","0.043582916","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","0x80","Application Data"
"520","76.949963113","0.090557763","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","0x80","49587  >  37242 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=3034305130 TSecr=914142954"
"521","76.949976972","0.000013859","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","0x80","Application Data"
"522","76.991773821","0.041796849","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","0x80","37242  >  49587 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=914143086 TSecr=3034305138"
"523","77.073798452","0.082024631","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","0x80","37242  >  49587 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=914143168 TSecr=3034305138 [TCP segment of a reassembled PDU]"
"524","77.073813537","0.000015085","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","0x80","Application Data"
"525","77.243501435","0.169687898","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","0x80","49587  >  37242 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=3034305339 TSecr=914143168"
"526","77.243517004","0.000015569","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","0x80","Application Data"
"527","77.243529030","0.000012026","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","0x80","37242  >  49587 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=914143338 TSecr=3034305376"
"528","77.312962539","0.069433509","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","0x80","Application Data"
"529","77.393582341","0.080619802","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","0x80","49587  >  37242 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=3034305570 TSecr=914143408"
"530","77.393597953","0.000015612","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","0x80","Application Data"
"531","77.393607479","0.000009526","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","0x80","37242  >  49587 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=914143488 TSecr=3034305587"
"532","77.399035302","0.005427823","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","0x80","Application Data"
"533","77.495136935","0.096101633","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","0x80","49587  >  37242 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=3034305714 TSecr=914143494"
"534","77.498731781","0.003594846","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","0x80","Application Data"
"535","77.539883490","0.041151709","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","0x80","37242  >  49587 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=914143634 TSecr=3034305731"
"536","77.554270424","0.014386934","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","0x80","Application Data"
"549","77.610229743","0.055959319","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","0x80","49587  >  37242 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=3034305844 TSecr=914143649"
"551","77.640365570","0.030135827","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","0x80","Application Data"
"553","77.640480588","0.000115018","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","0x80","37242  >  49587 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=914143735 TSecr=3034305852"
"554","77.643868188","0.003387600","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","0x80","Application Data"
"555","77.694518416","0.050650228","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","0x80","49587  >  37242 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=3034305927 TSecr=914143738"
"556","77.713861337","0.019342921","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","0x80","Application Data"
"557","77.756462131","0.042600794","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","0x80","37242  >  49587 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=914143851 TSecr=3034305934"
"592","79.720309413","1.963847282","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","0x80","Application Data"
"593","79.902307909","0.181998496","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","0x80","49587  >  37242 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=3034308030 TSecr=914145815"
"594","79.902323002","0.000015093","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","0x80","Application Data"
"595","79.902335516","0.000012514","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","0x80","37242  >  49587 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=914145997 TSecr=3034308037"
"598","81.907687388","2.005351872","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","0x80","Application Data"
"599","82.157728255","0.250040867","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","0x80","49587  >  37242 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=3034310303 TSecr=914148002"
"600","82.157742926","0.000014671","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","0x80","Application Data"
"601","82.157754806","0.000011880","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","0x80","37242  >  49587 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=914148252 TSecr=3034310311"
"605","84.162980406","2.005225600","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","0x80","Application Data"
"609","84.320813493","0.157833087","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","0x80","49587  >  37242 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=3034312546 TSecr=914150258"
"610","84.320830382","0.000016889","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","0x80","Application Data"
"611","84.320842998","0.000012616","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","0x80","37242  >  49587 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=914150415 TSecr=3034312554"
"612","86.325757940","2.004914942","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","0x80","Application Data"
"615","86.563341359","0.237583419","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","0x80","49587  >  37242 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=3034314805 TSecr=914152420"
"616","86.566992987","0.003651628","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","0x80","Application Data"
"617","86.567014542","0.000021555","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","0x80","37242  >  49587 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=914152662 TSecr=3034314813"
"618","88.572640224","2.005625682","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","0x80","Application Data"
"619","88.819743461","0.247103237","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","0x80","49587  >  37242 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=3034316934 TSecr=914154667"
"620","88.819764967","0.000021506","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","0x80","Application Data"
"621","88.819777369","0.000012402","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0x80","37242  >  49587 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=914154914 TSecr=3034316941"
"622","88.823135250","0.003357881","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0x80","Application Data"
"623","88.840477548","0.017342298","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","0x80","49587  >  37242 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=3034317075 TSecr=914154918"
"624","88.840493074","0.000015526","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","0x80","Application Data"
"625","88.843722382","0.003229308","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","0x80","Application Data"
"626","88.909424510","0.065702128","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","0x80","49587  >  37242 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=3034317124 TSecr=914154938"
"627","88.909441138","0.000016628","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","0x80","Application Data"
"628","88.917673863","0.008232725","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","0x80","Encrypted Alert"
"629","88.917724418","0.000050555","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","0x80","37242  >  49587 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=914155012 TSecr=3034317127"
"630","88.936281063","0.018556645","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","0x80","49587  >  37242 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=3034317167 TSecr=914155012"
"631","88.936298171","0.000017108","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","0x80","49587  >  37242 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=3034317167 TSecr=914155012"
"632","94.140021466","5.203723295","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","0x80","Encrypted Alert"
"633","94.140037333","0.000015867","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","37242  >  49587 [RST] Seq=3526 Win=0 Len=0"
"634","94.140049244","0.000011911","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","0x80","49587  >  37242 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=3034322132 TSecr=914155012"
"635","94.140051152","0.000001908","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","37242  >  49587 [RST] Seq=3526 Win=0 Len=0"
"636","94.140052836","0.000001684","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","0x80","49587  >  37242 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"637","96.673270832","2.533217996","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0x80","59942  >  15118 Len=10"
"638","96.924690376","0.251419544","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0x80","59942  >  15118 Len=10"
"639","96.947296143","0.022605767","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0x80","15118  >  59942 Len=28"
"640","97.016984454","0.069688311","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0x80","15118  >  59942 Len=28"
"641","97.264129777","0.247145323","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","0x00","37244  >  49587 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=914163359 TSecr=0 WS=128"
"642","97.498907021","0.234777244","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","49587  >  37244 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=4070921930 TSecr=914163359 SACK_PERM=1"
"643","97.498982123","0.000075102","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","37244  >  49587 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=914163593 TSecr=4070921930"
"644","97.518472964","0.019490841","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","[TCP Out-Of-Order] 49587  >  37244 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=4070922032 TSecr=914163359 SACK_PERM=1"
"645","97.518563325","0.000090361","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x80","[TCP Dup ACK 643#1] 37244  >  49587 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=914163613 TSecr=4070921930"
"646","97.520796800","0.002233475","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","0x00","[TCP Window Update] 49587  >  37244 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=4070922055 TSecr=914163593"
"647","97.525705728","0.004908928","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","0x80","Client Hello"
"648","97.600683259","0.074977531","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","0x80","49587  >  37244 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=4070922076 TSecr=914163620"
"649","97.600698901","0.000015642","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","0x80","Server Hello"
"650","97.600712250","0.000013349","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","0x80","37244  >  49587 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=914163695 TSecr=4070922086"
"651","97.600731190","0.000018940","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","0x80","Certificate"
"652","97.600733822","0.000002632","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","0x80","37244  >  49587 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=914163695 TSecr=4070922086"
"653","97.638173203","0.037439381","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","0x80","Server Key Exchange, Server Hello Done"
"654","97.638191875","0.000018672","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","0x80","37244  >  49587 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=914163733 TSecr=4070922174"
