"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Traffic Class","Info"
"500","106.727895970","0.000021632","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","0xe0","39020  >  64616 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=913324641 TSecr=1845624056"
"501","108.733020332","2.005124362","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","0xe0","Application Data"
"502","108.997855655","0.264835323","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","0xe0","64616  >  39020 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=1845626238 TSecr=913326646"
"503","108.997870711","0.000015056","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","0xe0","Application Data"
"504","108.997882818","0.000012107","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","0xe0","39020  >  64616 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=913326911 TSecr=1845626247"
"507","111.003021245","2.005138427","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","0xe0","Application Data"
"508","111.211775239","0.208753994","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","0xe0","64616  >  39020 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=1845628449 TSecr=913328916"
"509","111.220204806","0.008429567","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","0xe0","Application Data"
"510","111.220226713","0.000021907","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","0xe0","39020  >  64616 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=913329134 TSecr=1845628456"
"511","113.225806468","2.005579755","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","0xe0","Application Data"
"512","113.314536490","0.088730022","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","0xe0","64616  >  39020 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=1845630637 TSecr=913331139"
"513","113.314551889","0.000015399","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","0xe0","Application Data"
"514","113.314564194","0.000012305","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0xe0","39020  >  64616 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=913331228 TSecr=1845630644"
"515","113.317894210","0.003330016","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0xe0","Application Data"
"516","113.329408987","0.011514777","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","0xe0","64616  >  39020 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=1845630659 TSecr=913331231"
"517","113.334196143","0.004787156","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","0xe0","Application Data"
"518","113.337587655","0.003391512","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","0xe0","Application Data"
"519","113.436695507","0.099107852","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","0xe0","64616  >  39020 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=1845630729 TSecr=913331251"
"520","113.436712577","0.000017070","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","0xe0","Application Data"
"521","113.446678525","0.009965948","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","0xe0","Encrypted Alert"
"522","113.446743387","0.000064862","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","0xe0","39020  >  64616 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=913331360 TSecr=1845630735"
"523","113.475263157","0.028519770","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","0xe0","64616  >  39020 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=1845630807 TSecr=913331360"
"524","113.475277783","0.000014626","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","0xe0","64616  >  39020 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=1845630807 TSecr=913331360"
"542","118.500203948","5.024926165","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","0xe0","Encrypted Alert"
"543","118.500264388","0.000060440","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39020  >  64616 [RST] Seq=3526 Win=0 Len=0"
"544","118.500317450","0.000053062","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","0xe0","64616  >  39020 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=1845635740 TSecr=913331360"
"545","118.500334852","0.000017402","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39020  >  64616 [RST] Seq=3526 Win=0 Len=0"
"546","118.500352834","0.000017982","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","0xe0","64616  >  39020 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"571","121.173891238","2.673538404","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0xe0","58604  >  15118 Len=10"
"572","121.265148271","0.091257033","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0xe0","15118  >  58604 Len=28"
"573","121.552110080","0.286961809","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","0x00","39024  >  64616 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=913339465 TSecr=0 WS=128"
"574","121.804736731","0.252626651","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","64616  >  39024 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2490157703 TSecr=913339465 SACK_PERM=1"
"575","121.804766622","0.000029891","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","39024  >  64616 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=913339718 TSecr=2490157703"
"576","121.811531953","0.006765331","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","[TCP Out-Of-Order] 64616  >  39024 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2490157805 TSecr=913339465 SACK_PERM=1"
"577","121.811549201","0.000017248","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0xe0","[TCP Dup ACK 575#1] 39024  >  64616 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=913339725 TSecr=2490157703"
"578","121.811559406","0.000010205","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","0x00","[TCP Window Update] 64616  >  39024 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=2490157807 TSecr=913339718"
"579","121.829102753","0.017543347","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","0xe0","Client Hello"
"580","121.896091825","0.066989072","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","0xe0","64616  >  39024 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=2490157833 TSecr=913339742"
"581","121.918546358","0.022454533","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","0xe0","Server Hello"
"582","121.918566782","0.000020424","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","0xe0","39024  >  64616 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=913339832 TSecr=2490157847"
"583","121.918580590","0.000013808","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","0xe0","Certificate"
"584","121.918582494","0.000001904","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","0xe0","39024  >  64616 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=913339832 TSecr=2490157847"
"585","121.943934922","0.025352428","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","0xe0","Server Key Exchange, Server Hello Done"
"586","121.943953845","0.000018923","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","0xe0","39024  >  64616 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=913339857 TSecr=2490157935"
"587","121.955668551","0.011714706","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","0xe0","Client Key Exchange"
"588","122.026965521","0.071296970","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","0xe0","64616  >  39024 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=2490157962 TSecr=913339869"
"589","122.026985150","0.000019629","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","0xe0","Change Cipher Spec, Encrypted Handshake Message"
"590","122.078864636","0.051879486","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","0xe0","64616  >  39024 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=2490158030 TSecr=913339940"
"591","122.078878556","0.000013920","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","0xe0","Change Cipher Spec"
"592","122.125573917","0.046695361","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","0xe0","39024  >  64616 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=913340039 TSecr=2490158033"
"593","122.132891149","0.007317232","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","0xe0","Encrypted Handshake Message"
"594","122.132911533","0.000020384","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","0xe0","39024  >  64616 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=913340046 TSecr=2490158130"
"595","122.160439702","0.027528169","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","0xe0","Application Data"
"596","122.204668142","0.044228440","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","0xe0","64616  >  39024 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=2490158182 TSecr=913340074"
"597","122.204684131","0.000015989","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","0xe0","Application Data"
"598","122.244923029","0.040238898","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","0xe0","39024  >  64616 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=913340158 TSecr=2490158190"
"599","122.258829922","0.013906893","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","0xe0","Application Data"
"600","122.434651783","0.175821861","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","0xe0","64616  >  39024 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=2490158300 TSecr=913340172"
"601","122.434758208","0.000106425","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0xe0","Application Data"
"602","122.434840339","0.000082131","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0xe0","39024  >  64616 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=913340348 TSecr=2490158306"
"603","122.441371125","0.006530786","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0xe0","Application Data"
"604","122.481073786","0.039702661","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","0xe0","64616  >  39024 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=2490158447 TSecr=913340354"
"605","122.481088722","0.000014936","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","0xe0","Application Data"
"606","122.524885301","0.043796579","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","0xe0","39024  >  64616 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=913340438 TSecr=2490158454"
"607","122.525927407","0.001042106","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","0xe0","Application Data"
"608","122.549143735","0.023216328","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","0xe0","64616  >  39024 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=2490158536 TSecr=913340439"
"609","122.676923451","0.127779716","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","0xe0","Application Data"
"610","122.676943912","0.000020461","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","0xe0","39024  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=913340590 TSecr=2490158543"
"611","122.800546376","0.123602464","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","0xe0","39024  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=913340714 TSecr=2490158543 [TCP segment of a reassembled PDU]"
"612","122.800559377","0.000013001","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","0xe0","Application Data"
"613","122.831269891","0.030710514","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","0xe0","64616  >  39024 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=2490158808 TSecr=913340714"
"614","122.933914966","0.102645075","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","0xe0","Application Data"
"615","122.934452005","0.000537039","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","0xe0","39024  >  64616 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=913340847 TSecr=2490158847"
"616","123.000334950","0.065882945","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","0xe0","Application Data"
"617","123.195499165","0.195164215","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","0xe0","64616  >  39024 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=2490159042 TSecr=913340913"
"619","123.233994233","0.038495068","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","0xe0","Application Data"
"620","123.234110571","0.000116338","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","0xe0","39024  >  64616 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=913341147 TSecr=2490159061"
"621","123.239428530","0.005317959","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","0xe0","Application Data"
"622","123.282533366","0.043104836","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","0xe0","64616  >  39024 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=2490159250 TSecr=913341153"
"624","123.356222297","0.073688931","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","0xe0","Application Data"
"625","123.396921663","0.040699366","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","0xe0","39024  >  64616 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=913341310 TSecr=2490159268"
"626","123.408848475","0.011926812","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","0xe0","Application Data"
"627","123.509741965","0.100893490","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","0xe0","64616  >  39024 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=2490159454 TSecr=913341322"
"628","123.529915898","0.020173933","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","0xe0","Application Data"
"629","123.530025927","0.000110029","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","0xe0","39024  >  64616 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=913341443 TSecr=2490159460"
"630","123.533650219","0.003624292","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","0xe0","Application Data"
"631","123.582836349","0.049186130","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","0xe0","64616  >  39024 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=2490159548 TSecr=913341447"
"632","123.582851221","0.000014872","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","0xe0","Application Data"
"633","123.625570104","0.042718883","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","0xe0","39024  >  64616 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=913341539 TSecr=2490159555"
"637","125.589329490","1.963759386","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","0xe0","Application Data"
"638","125.757314057","0.167984567","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","0xe0","64616  >  39024 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=2490161686 TSecr=913343502"
"639","125.962659421","0.205345364","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","0xe0","Application Data"
"640","125.962680854","0.000021433","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","0xe0","39024  >  64616 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=913343876 TSecr=2490161694"
"643","127.968456085","2.005775231","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","0xe0","Application Data"
"650","128.049975753","0.081519668","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","0xe0","64616  >  39024 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=2490164016 TSecr=913345881"
"651","128.049988353","0.000012600","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","0xe0","Application Data"
"652","128.049999647","0.000011294","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","0xe0","39024  >  64616 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=913345963 TSecr=2490164024"
"654","130.055651664","2.005652017","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","0xe0","Application Data"
"655","130.300052279","0.244400615","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","0xe0","64616  >  39024 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=2490166172 TSecr=913347969"
"656","130.300067265","0.000014986","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","0xe0","Application Data"
"657","130.300079684","0.000012419","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","0xe0","39024  >  64616 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=913348213 TSecr=2490166179"
"658","132.305050202","2.004970518","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","0xe0","Application Data"
"659","132.536665877","0.231615675","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","0xe0","64616  >  39024 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=2490168436 TSecr=913350218"
"660","132.536680916","0.000015039","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","0xe0","Application Data"
"661","132.536693151","0.000012235","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","0xe0","39024  >  64616 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=913350450 TSecr=2490168443"
"662","134.541898756","2.005205605","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","0xe0","Application Data"
"663","134.618686119","0.076787363","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","0xe0","64616  >  39024 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=2490170559 TSecr=913352455"
"664","134.618702142","0.000016023","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","0xe0","Application Data"
"665","134.618715384","0.000013242","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0xe0","39024  >  64616 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=913352532 TSecr=2490170566"
"666","134.622369904","0.003654520","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0xe0","Application Data"
"667","134.641632810","0.019262906","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","0xe0","64616  >  39024 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=2490170631 TSecr=913352535"
"668","134.641689845","0.000057035","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","0xe0","Application Data"
"669","134.644956321","0.003266476","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","0xe0","Application Data"
"670","134.662305545","0.017349224","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","0xe0","64616  >  39024 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=2490170648 TSecr=913352558"
"671","134.662320489","0.000014944","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","0xe0","Application Data"
"672","134.670532336","0.008211847","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","0xe0","Encrypted Alert"
"673","134.670582301","0.000049965","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","0xe0","39024  >  64616 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=913352583 TSecr=2490170654"
"674","134.702639916","0.032057615","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","0xe0","64616  >  39024 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=2490170699 TSecr=913352583"
"675","134.702654033","0.000014117","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","0xe0","64616  >  39024 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=2490170699 TSecr=913352583"
"684","139.824880202","5.122226169","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","0xe0","Encrypted Alert"
"685","139.824896505","0.000016303","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39024  >  64616 [RST] Seq=3526 Win=0 Len=0"
"686","139.824908622","0.000012117","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","0xe0","64616  >  39024 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=2490175660 TSecr=913352583"
"687","139.824910479","0.000001857","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39024  >  64616 [RST] Seq=3526 Win=0 Len=0"
"688","139.824911837","0.000001358","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","0xe0","64616  >  39024 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"689","142.412461244","2.587549407","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0xe0","54036  >  15118 Len=10"
"690","142.451020723","0.038559479","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0xe0","15118  >  54036 Len=28"
